time,players,tidi,tidi_fastavg,tidi_avg,tidi_slowavg,maptick,num_timers,air_turf_cost,air_eg_cost,air_highpressure_cost,air_hotspots_cost,air_superconductivity_cost,air_pipenets_cost,air_rebuilds_cost,air_turf_count,air_eg_count,air_hotspot_count,air_network_count,air_delta_count,air_superconductive_count,all_queries,queries_active,queries_standby,send_maps,send_maps_count,initial_house,initial_house_count,cleanup,cleanup_count,client_loop,client_loop_count,per_client,per_client_count,deleted_images,deleted_images_count,hud_update,hud_update_count,statpanel_update,statpanel_update_count,map_data,map_data_count,check_eye_pos,check_eye_pos_count,update_chunks,update_chunks_count,turfmap_updates,turfmap_updates_count,changed_turfs,changed_turfs_count,turf_chunk_info,turf_chunk_info_count,obj_changes,obj_changes_count,mob_changes,mob_changes_count,send_turf_vis_conts,send_turf_vis_conts_count,pending_animations,pending_animations_count,look_for_movable_changes,look_for_movable_changes_count,check_turf_vis_conts,check_turf_vis_conts_count,check_hud/image_vis_contents,check_hud/image_vis_contents_count,turfs_in_range,turfs_in_range_count,movables_examined,movables_examined_count
1389,1,1,1.54586,4.23707,3.98727,0.476426,6,0.916528,0.0957879,0.0288438,0.00243142,0.00201061,3.3861,0,18,4,0,247,0,0,0,0,0,0.679556,2589,0.0340294,2589,0.0204333,2589,0.62497,2589,0.474253,2589,0.0005267,2589,0.0211761,556,0.0015716,324,0.450738,2589,0.0051009,2589,0.00296,2571,0.0529837,34,0.027027,160,0.000786,2539,0.0392007,2589,0.0232688,2589,0.0006153,2589,0.0045244,2589,0.292816,2589,0.0522035,2589,0.0375233,2589,0.196014,2571,1577120,2589
1489,1,0,1.0821,3.60607,3.94915,0.450146,10,0.779774,0.0728645,0.0251624,0.0022043,0.00161658,3.34599,0,16,3,0,247,0,0,0,0,0,0.731109,2789,0.0344292,2789,0.0219687,2789,0.67458,2789,0.512603,2789,0.000563,2789,0.0231348,618,0.0016755,349,0.486971,2789,0.0054245,2789,0.0031587,2771,0.0535636,35,0.0270759,176,0.0008386,2734,0.0428687,2789,0.0249104,2789,0.0006609,2789,0.0049951,2789,0.321906,2789,0.0574405,2789,0.0405098,2789,0.216196,2771,1745765,2789
1589,1,2,1.35747,3.15635,3.86987,0.512347,8,0.859799,0.097162,0.024149,0.00210994,0.0016308,3.31996,0,21,5,0,247,0,0,0,0,0,0.796736,2989,0.0350495,2989,0.02368,2989,0.737869,2989,0.563559,2989,0.000613,2989,0.0266897,692,0.0018337,374,0.534141,2989,0.0058286,2989,0.0034569,2971,0.0547858,41,0.0271458,194,0.000898,2928,0.0475966,2989,0.0268012,2989,0.0007048,2989,0.0060037,2989,0.359211,2989,0.0657536,2989,0.0444102,2989,0.240603,2971,1916768,2989
1689,1,10,3.95023,3.31513,3.8144,1.27297,7,0.817209,0.0885977,0.0261899,0.00224084,0.00176189,5.1296,0,16,4,0,247,0,0,0,0,0,0.866653,3189,0.0361359,3189,0.0260563,3189,0.804312,3189,0.613988,3189,0.0006662,3189,0.0279827,733,0.0019093,399,0.583116,3189,0.0062982,3189,0.0037332,3171,0.0551685,42,0.0272665,204,0.0009712,3124,0.0498881,3189,0.0293122,3189,0.0007627,3189,0.0062103,3189,0.401663,3189,0.0746118,3189,0.0491862,3189,0.268324,3171,2080366,3189
1789,1,2,3.36516,3.32513,3.76547,0.594692,9,1.49307,0.0923543,0.0354557,0.00346862,0.00206639,3.49776,0,20,5,0,247,0,0,0,0,0,0.947011,3389,0.0372454,3389,0.0287161,3389,0.88089,3389,0.671699,3389,0.000727,3389,0.0284583,745,0.0019908,424,0.640177,3389,0.0068606,3389,0.0040545,3371,0.0551685,42,0.0272864,205,0.0010692,3324,0.0507512,3389,0.0321086,3389,0.0008359,3389,0.0062344,3389,0.453796,3389,0.0864615,3389,0.0556544,3389,0.300491,3371,2242166,3389
1889,1,0,2.35561,3.13123,3.70205,0.899,7,0.983632,0.091596,0.0432789,0.00592709,0.00300428,4.81449,0,17,3,0,247,0,0,0,0,0,1.01825,3589,0.0379028,3589,0.0314774,3589,0.948702,3589,0.721827,3589,0.0007853,3589,0.0288047,758,0.0020889,449,0.689771,3589,0.0073881,3589,0.0043356,3571,0.0551685,42,0.0272864,205,0.0011527,3524,0.0510376,3589,0.034772,3589,0.0009001,3589,0.0062549,3589,0.499289,3589,0.0961108,3589,0.0608177,3589,0.329863,3571,2403966,3589
1989,1,0,1.64893,2.83477,3.61532,0.472602,7,0.883892,0.122341,0.0301327,0.00268853,0.00183723,3.4194,0,20,5,0,247,0,0,0,0,0,1.08122,3789,0.0386116,3789,0.0336381,3789,1.00879,3789,0.765638,3789,0.0008335,3789,0.0291467,770,0.0021533,474,0.7331,3789,0.0078262,3789,0.0045975,3771,0.0551685,42,0.0272864,205,0.0012235,3724,0.0517669,3789,0.0371627,3789,0.0009581,3789,0.0062761,3789,0.538515,3789,0.1036,3789,0.065411,3789,0.355849,3771,2565766,3789
2089,1,1,1.45425,2.55867,3.50965,0.573256,10,0.85357,0.0954838,0.0267063,0.00216395,0.00165806,3.11394,0,16,3,0,247,0,0,0,0,0,1.12765,3989,0.0390392,3989,0.035201,3989,1.05322,3989,0.798393,3989,0.0008716,3989,0.0295248,784,0.0022371,499,0.765333,3989,0.0081783,3989,0.0048102,3971,0.0551685,42,0.0273199,206,0.0012854,3924,0.0520624,3989,0.0388617,3989,0.0010079,3989,0.006294,3989,0.567887,3989,0.109038,3989,0.0688421,3989,0.375527,3971,2727566,3989
2189,1,5,2.51797,2.55053,3.41374,0.406815,8,0.90531,0.0787856,0.0260759,0.00261404,0.00165838,3.62697,0,20,5,0,247,0,0,0,0,0,1.18033,4189,0.039656,4189,0.0369646,4189,1.10351,4189,0.8358,4189,0.0009129,4189,0.0300245,801,0.0023053,524,0.80211,4189,0.0085525,4189,0.0050229,4171,0.0551685,42,0.0273504,208,0.0013454,4124,0.0524187,4189,0.0407414,4189,0.0010589,4189,0.0063136,4189,0.60156,4189,0.115487,4189,0.0728456,4189,0.397831,4171,2889366,4189
2289,1,5,3.26258,2.69294,3.34166,0.406051,8,1.08024,0.0977834,0.0294836,0.00262033,0.00181715,3.20488,0,16,6,0,247,0,0,0,0,0,1.22623,4389,0.040041,4389,0.0385301,4389,1.14745,4389,0.868526,4389,0.0009519,4389,0.0303988,820,0.0023647,549,0.834342,4389,0.0089056,4389,0.0052325,4371,0.0551685,42,0.0273504,208,0.0014069,4324,0.0528118,4389,0.0424586,4389,0.001108,4389,0.0063298,4389,0.630869,4389,0.120993,4389,0.0762964,4389,0.417431,4371,3051166,4389
2389,1,3,3.18381,2.79111,3.28661,0.713398,11,0.878647,0.110558,0.0421919,0.00306983,0.00268071,4.02384,0,17,4,0,247,0,0,0,0,0,1.30962,4589,0.0410705,4589,0.0412573,4589,1.22708,4589,0.928927,4589,0.0010307,4589,0.0308927,832,0.0024867,574,0.894013,4589,0.0095861,4589,0.0055962,4571,0.0551685,42,0.0273504,208,0.0015099,4524,0.0530184,4589,0.0455957,4589,0.0011715,4589,0.0063518,4589,0.685753,4589,0.13381,4589,0.0827335,4589,0.451313,4571,3212966,4589
2489,1,2,2.82867,2.79862,3.23781,0.485312,11,0.926759,0.127673,0.0299537,0.00246154,0.00197221,4.57634,0,15,3,0,247,0,0,0,0,0,1.35935,4789,0.0415705,4789,0.0428995,4789,1.27466,4789,0.964704,4789,0.00107,4789,0.0311201,845,0.0025505,599,0.929437,4789,0.0099869,4789,0.005818,4771,0.0551685,42,0.0274217,211,0.0015726,4724,0.053221,4789,0.0473972,4789,0.0012221,4789,0.0063685,4789,0.718225,4789,0.139973,4789,0.0866461,4789,0.472854,4771,3374766,4789
2589,1,12,5.58007,3.35491,3.24952,0.593538,9,0.905204,0.0779116,0.0250377,0.00209866,0.00173432,4.40245,0,19,5,0,247,0,0,0,0,0,1.43136,4989,0.0424296,4989,0.0455262,4989,1.34317,4989,1.01806,4989,0.0011299,4989,0.0314567,857,0.0026668,624,0.982252,4989,0.0105346,4989,0.0061172,4971,0.0551685,42,0.0274756,213,0.0016586,4924,0.0535343,4989,0.0501552,4989,0.0012886,4989,0.0063919,4989,0.766698,4989,0.150435,4989,0.0919799,4989,0.504072,4971,3536566,4989
2689,1,4,5.10605,3.70514,3.29508,0.524885,12,1.22906,0.10139,0.0273438,0.00228887,0.00165274,3.8361,0,16,6,0,247,0,0,0,0,0,1.49168,5189,0.0431495,5189,0.0476172,5189,1.40067,5189,1.0624,5189,0.0011774,5189,0.0321825,879,0.0027452,649,1.02571,5189,0.0109978,5189,0.0063833,5171,0.0551685,42,0.0275875,217,0.0017328,5124,0.0543005,5189,0.0523514,5189,0.0013417,5189,0.0064097,5189,0.806067,5189,0.158442,5189,0.0965822,5189,0.529836,5171,3698366,5189
2789,1,8,5.97423,4.15896,3.38147,0.517541,9,0.925143,0.097504,0.0344084,0.00295119,0.00220331,3.49467,0,19,6,0,247,0,0,0,0,0,1.54001,5389,0.044163,5389,0.049367,5389,1.44623,5389,1.09775,5389,0.001218,5389,0.032609,900,0.0027991,674,1.06051,5389,0.0113733,5389,0.0066147,5371,0.0551685,42,0.0275875,217,0.0017935,5324,0.0548557,5389,0.0541034,5389,0.0013917,5389,0.0064277,5389,0.837699,5389,0.164188,5389,0.100276,5389,0.551175,5371,3860166,5389
2889,1,5,5.68196,4.46356,3.48968,0.542443,6,0.967493,0.098422,0.0315819,0.00260928,0.00251683,3.92664,0,19,4,0,247,0,0,0,0,0,1.59184,5589,0.0447096,5589,0.0511502,5589,1.49571,5589,1.13558,5589,0.0012601,5589,0.0332863,927,0.0028652,699,1.09753,5589,0.011774,5589,0.0068415,5571,0.0551685,42,0.0276276,219,0.0018606,5524,0.0555689,5589,0.0559712,5589,0.0014433,5589,0.0064461,5589,0.87119,5589,0.170547,5589,0.104268,5589,0.573494,5571,4021966,5589
2989,1,8,6.37737,4.84632,3.62534,0.405508,18,0.89302,0.0773516,0.0343327,0.00282794,0.00224812,3.71459,0,21,4,0,247,0,0,0,0,0,1.63785,5789,0.0451972,5789,0.052714,5789,1.53967,5789,1.16774,5789,0.0012969,5789,0.0334859,939,0.0029244,724,1.12938,5789,0.0121207,5789,0.0070654,5771,0.0551685,42,0.0276637,222,0.0019184,5724,0.0558185,5789,0.0576612,5789,0.0014905,5789,0.0064614,5789,0.90025,5789,0.17586,5789,0.107794,5789,0.592927,5771,4183766,5789
3089,1,15,8.96416,5.66989,3.8298,0.853069,14,0.986076,0.0908608,0.0254239,0.0020828,0.00167464,3.24664,0,26,6,0,247,0,0,0,0,0,1.69405,5989,0.0457786,5989,0.0545366,5989,1.59346,5989,1.20853,5989,0.0013445,5989,0.033941,954,0.0029961,749,1.16957,5989,0.0125472,5989,0.0073215,5971,0.0551685,42,0.0276875,224,0.0019867,5924,0.0561007,5989,0.0596718,5989,0.0015436,5989,0.0064823,5989,0.937167,5989,0.183322,5989,0.112208,5989,0.617009,5971,4345566,5989
3189,1,56,23.0749,9.1509,4.36191,0.513493,9,1.15015,0.111836,0.0563539,0.00731369,0.0031923,4.34254,0,20,4,0,247,0,0,0,0,0,1.75309,6189,0.0467876,6189,0.0565788,6189,1.64943,6189,1.25034,6189,0.0013933,6189,0.0344318,969,0.0031021,774,1.21071,6189,0.0130227,6189,0.007585,6171,0.0551685,42,0.0276875,224,0.0020588,6124,0.0564551,6189,0.0621343,6189,0.0016027,6189,0.0065038,6189,0.974447,6189,0.190885,6189,0.116829,6189,0.641017,6171,4507366,6189
3289,1,10,19.1524,11.1512,5.04084,0.499084,10,0.927873,0.109446,0.0323407,0.00323507,0.00186625,3.41383,0,19,4,0,247,0,0,0,0,0,1.81001,6389,0.0473524,6389,0.0585444,6389,1.70382,6389,1.29106,6389,0.0014496,6389,0.0347278,984,0.0031706,799,1.25098,6389,0.0134981,6389,0.0078535,6371,0.0551685,42,0.0276875,224,0.002131,6324,0.0567313,6389,0.0641476,6389,0.0016552,6389,0.0065191,6389,1.0114,6389,0.198699,6389,0.121563,6389,0.664511,6371,4669166,6389
3389,1,11,16.7067,12.2623,5.76298,0.471094,11,1.04825,0.0895253,0.0432513,0.00348891,0.00262618,3.16386,0,23,5,0,247,0,0,0,0,0,1.86645,6589,0.047952,6589,0.060517,6589,1.75768,6589,1.33144,6589,0.0014974,6589,0.0351303,996,0.0032599,824,1.29079,6589,0.0139514,6589,0.0080957,6571,0.0551685,42,0.0276875,224,0.0022035,6524,0.0570029,6589,0.0661902,6589,0.0017067,6589,0.006537,6589,1.04791,6589,0.20629,6589,0.12609,6589,0.687979,6571,4830966,6589
3489,1,15,16.1947,13.0488,6.49156,0.967567,7,0.905248,0.0986653,0.0336656,0.00231439,0.00222767,3.54187,0,23,4,0,247,0,0,0,0,0,1.92573,6789,0.0487039,6789,0.0627822,6789,1.81393,6789,1.37359,6789,0.0015492,6789,0.0356167,1011,0.0033296,849,1.33231,6789,0.0144258,6789,0.0083715,6771,0.0551685,42,0.0276875,224,0.0022797,6724,0.0572737,6789,0.0683211,6789,0.0017601,6789,0.0065572,6789,1.08597,6789,0.2145,6789,0.130582,6789,0.712381,6771,4992766,6789
3590,1,10.8911,14.6036,13.3598,7.17838,0.45846,9,0.953287,0.144224,0.0402426,0.00392878,0.00247655,3.23788,0,19,5,0,247,0,0,0,0,0,1.99021,6991,0.0494579,6991,0.0650511,6991,1.87537,6991,1.41985,6991,0.0016059,6991,0.0359795,1023,0.0034165,874,1.37803,6991,0.0149618,6991,0.0086689,6973,0.0551685,42,0.0277123,226,0.0023634,6926,0.0574724,6991,0.0706916,6991,0.0018171,6991,0.0065788,6991,1.12794,6991,0.223596,6991,0.135863,6991,0.738934,6973,5156184,6991
3690.5,1,11.4428,13.6554,13.4189,7.80243,0.483545,12,0.810121,0.0770696,0.0263063,0.00208676,0.00163484,3.29092,0,19,3,0,247,0,0,0,0,0,2.03986,7192,0.0499957,7192,0.0666584,7192,1.92287,7192,1.45507,7192,0.0016448,7192,0.036447,1040,0.0035146,899,1.41263,7192,0.0153453,7192,0.008893,7174,0.0551685,42,0.0277185,227,0.0024288,7127,0.0577791,7192,0.0724816,7192,0.0018692,7192,0.006598,7192,1.15954,7192,0.229423,7192,0.139578,7192,0.760124,7174,5318793,7192
3791,1,71.1443,30.902,16.9155,8.71374,0.516305,9,1.05861,0.0845114,0.0439328,0.00459267,0.00248547,4.1409,0,23,5,0,247,0,0,0,0,0,2.28254,7393,0.0508017,7393,0.069187,7393,2.16221,7393,1.67669,7393,0.001713,7393,0.193888,1060,0.003607,924,1.47661,7393,0.0159971,7393,0.0092676,7375,0.0551685,42,0.0277313,229,0.0025363,7328,0.0586584,7393,0.0754951,7393,0.0019313,7393,0.0066709,7393,1.21816,7393,0.243014,7393,0.146425,7393,0.796928,7375,5484563,7393
3891.5,1,15.4229,26.2583,18.7841,9.72077,0.644142,14,1.00075,0.0851254,0.0255106,0.00213881,0.00163514,3.60747,0,20,5,0,247,0,0,0,0,0,2.34862,7594,0.0515419,7594,0.0713888,7594,2.22533,7594,1.72496,7594,0.0017711,7594,0.194431,1080,0.0036847,949,1.52418,7594,0.0164902,7594,0.00954,7576,0.0551685,42,0.0277864,232,0.0026168,7529,0.0593297,7594,0.0776451,7594,0.0019853,7594,0.0067073,7594,1.26176,7594,0.252753,7594,0.151704,7594,0.824488,7576,5648685,7594
3992,1,3.48259,19.4256,18.9124,10.6399,0.387646,7,0.791132,0.0751743,0.0277505,0.00234099,0.00168161,3.80967,0,15,3,0,247,0,0,0,0,0,2.40186,7795,0.0520992,7795,0.0730815,7795,2.27632,7795,1.76372,7795,0.0018185,7795,0.194768,1094,0.0037505,974,1.56247,7795,0.0168929,7795,0.0097644,7777,0.0551685,42,0.0277864,232,0.0026849,7730,0.0595598,7795,0.0795784,7795,0.0020336,7795,0.0067251,7795,1.29699,7795,0.259949,7795,0.15593,7795,0.847357,7777,5811495,7795
4092.5,1,34.3284,23.8964,19.9092,11.5669,0.514536,9,1.20402,0.150661,0.0591071,0.00743664,0.0032406,3.19764,0,18,4,0,247,0,0,0,0,0,2.45448,7996,0.0526074,7996,0.0748959,7996,2.3266,7996,1.80136,7996,0.0018642,7996,0.19508,1107,0.0038482,999,1.59963,7996,0.0172982,7996,0.0100245,7978,0.0551685,42,0.0278298,233,0.0027546,7931,0.0598703,7996,0.0815021,7996,0.0020806,7996,0.0067431,7996,1.33093,7996,0.267015,7996,0.160074,7996,0.869241,7978,5974305,7996
4193,1,25.3731,24.3394,20.7952,12.4897,0.435329,7,1.22441,0.100685,0.0305464,0.00298539,0.00192644,3.1677,0,17,4,0,247,0,0,0,0,0,2.50246,8197,0.0531576,8197,0.0764202,8197,2.37251,8197,1.83577,8197,0.0019049,8197,0.195318,1120,0.0039039,1025,1.63369,8197,0.0176658,8197,0.0102364,8179,0.0551685,42,0.0278524,235,0.0028109,8132,0.0601301,8197,0.0832345,8197,0.0021299,8197,0.0067592,8197,1.36217,8197,0.272733,8197,0.163742,8197,0.890213,8179,6137115,8197
4293.5,1,6.46766,18.9779,20.4318,13.2839,0.719252,12,0.993471,0.0895824,0.0252186,0.00219191,0.00164678,3.60299,0,15,3,0,247,0,0,0,0,0,2.55837,8398,0.0537297,8398,0.0782824,8398,2.42597,8398,1.87606,8398,0.0019541,8398,0.195622,1132,0.0039812,1050,1.67352,8398,0.018109,8398,0.0104907,8380,0.0551685,42,0.0278524,235,0.0028825,8333,0.0603683,8398,0.0852787,8398,0.0021823,8398,0.0067764,8398,1.39873,8398,0.280708,8398,0.168205,8398,0.913442,8380,6299925,8398
4394,1,0,13.2845,19.0023,13.8557,0.972635,8,0.825938,0.0868506,0.0240126,0.00197315,0.00156645,4.05993,0,16,4,0,247,0,0,0,0,0,2.67448,8599,0.0549561,8599,0.0821924,8599,2.53693,8599,1.96048,8599,0.0020453,8599,0.196118,1145,0.0041063,1075,1.75719,8599,0.019018,8599,0.0109684,8581,0.0551685,42,0.0278644,236,0.0030202,8534,0.0608941,8599,0.0896251,8599,0.0022574,8599,0.006808,8599,1.47563,8599,0.298051,8599,0.177329,8599,0.961426,8581,6462735,8599
4494.5,1,5.47264,10.941,17.39,14.2092,0.419924,9,0.961487,0.153093,0.0403477,0.00312774,0.00204264,3.82971,0,15,4,0,247,0,0,0,0,0,2.78979,8800,0.0561095,8800,0.0859865,8800,2.64728,8800,2.04584,8800,0.0021408,8800,0.196551,1157,0.0041979,1100,1.84189,8800,0.0198939,8800,0.011451,8782,0.0551685,42,0.027921,237,0.0031527,8735,0.061174,8800,0.0940965,8800,0.002344,8800,0.0068398,8800,1.55364,8800,0.315864,8800,0.18692,8800,1.00972,8782,6625545,8800
4595,1,7.46269,9.89748,15.8915,14.3774,0.473385,14,0.896701,0.0828149,0.0246464,0.00200774,0.00166573,3.64756,0,19,4,0,247,0,0,0,0,0,2.84273,9001,0.0566272,9001,0.0876997,9001,2.69798,9001,2.08394,9001,0.0021831,9001,0.196953,1171,0.0042797,1125,1.87944,9001,0.0202816,9001,0.0116772,8983,0.0551685,42,0.0279417,238,0.0032215,8936,0.0613857,9001,0.0961771,9001,0.0023962,9001,0.0068589,9001,1.588,9001,0.322638,9001,0.191007,9001,1.03218,8983,6788355,9001
4695.5,1,25.3731,14.5402,15.6213,14.5018,0.917775,8,0.865378,0.0837896,0.0265079,0.00224398,0.00167275,4.91306,0,16,4,0,247,0,0,0,0,0,2.93456,9202,0.0576214,9202,0.0906906,9202,2.78582,9202,2.15132,9202,0.002252,9202,0.19737,1186,0.0043734,1150,1.94621,9202,0.0209496,9202,0.0120572,9184,0.0551685,42,0.0279417,238,0.0033329,9137,0.0627653,9202,0.0995291,9202,0.00247,9202,0.0068863,9202,1.64857,9202,0.336051,9202,0.198275,9202,1.07031,9184,6951165,9202
4796,1,13.4328,14.208,15.3386,14.5855,0.704929,13,0.91256,0.105448,0.0267608,0.00220711,0.00242558,3.38024,0,16,5,0,247,0,0,0,0,0,2.99436,9403,0.0581387,9403,0.0927897,9403,2.84299,9403,2.19405,9403,0.0022994,9403,0.197603,1199,0.0044266,1175,1.98858,9403,0.0213862,9403,0.0122987,9385,0.0551685,42,0.028028,241,0.003405,9338,0.0631184,9403,0.101707,9403,0.0025263,9403,0.0069076,9403,1.68737,9403,0.344203,9403,0.203045,9403,1.09523,9385,7113975,9403
4896,1,12,13.5456,14.98,14.6249,0.417629,11,0.763034,0.0870606,0.0238581,0.00205586,0.00164389,3.41466,0,15,3,0,247,0,0,0,0,0,3.04258,9603,0.0584894,9603,0.0945038,9603,2.88914,9603,2.22827,9603,0.0023383,9603,0.197858,1211,0.0044954,1200,2.02242,9603,0.0217477,9603,0.0125245,9585,0.0551685,42,0.028028,241,0.0034652,9538,0.0633355,9603,0.103379,9603,0.002579,9603,0.006924,9603,1.71848,9603,0.349976,9603,0.206915,9603,1.11591,9585,7275975,9603
4996.5,1,78.1095,32.9147,18.5669,15.0191,0.447723,13,1.03733,0.0978088,0.0264175,0.00225355,0.00209359,3.20567,0,26,6,0,247,0,0,0,0,0,3.09097,9804,0.0589098,9804,0.0961624,9804,2.93544,9804,2.26257,9804,0.0023758,9804,0.198184,1224,0.004568,1225,2.05625,9804,0.0221058,9804,0.0127298,9786,0.0551685,42,0.02811,245,0.0035245,9739,0.0637774,9804,0.105058,9804,0.0026311,9804,0.0069412,9804,1.7493,9804,0.355591,9804,0.210641,9804,1.13662,9786,7438785,9804
