time,players,tidi,tidi_fastavg,tidi_avg,tidi_slowavg,maptick,num_timers,air_turf_cost,air_eg_cost,air_highpressure_cost,air_hotspots_cost,air_superconductivity_cost,air_pipenets_cost,air_rebuilds_cost,air_turf_count,air_eg_count,air_hotspot_count,air_network_count,air_delta_count,air_superconductive_count,all_queries,queries_active,queries_standby,send_maps,send_maps_count,initial_house,initial_house_count,cleanup,cleanup_count,client_loop,client_loop_count,per_client,per_client_count,deleted_images,deleted_images_count,hud_update,hud_update_count,statpanel_update,statpanel_update_count,map_data,map_data_count,check_eye_pos,check_eye_pos_count,update_chunks,update_chunks_count,turfmap_updates,turfmap_updates_count,changed_turfs,changed_turfs_count,turf_chunk_info,turf_chunk_info_count,obj_changes,obj_changes_count,mob_changes,mob_changes_count,send_turf_vis_conts,send_turf_vis_conts_count,pending_animations,pending_animations_count,look_for_movable_changes,look_for_movable_changes_count,check_turf_vis_conts,check_turf_vis_conts_count,check_hud/image_vis_contents,check_hud/image_vis_contents_count,turfs_in_range,turfs_in_range_count,movables_examined,movables_examined_count
4361,1,0,0.0358366,0.179564,0.244439,0.502831,2,0.937962,0.0534446,0.0250639,0.002283,0.00182888,3.43232,0,14,4,0,214,0,0,0,0,0,1.30441,8593,0.0551482,8593,0.0756653,8593,1.17322,8593,0.62288,8331,0.0021532,8331,0.0305732,1094,0.0034909,1043,0.586004,8331,0.0185037,8331,0.0101771,8311,0.0184553,32,0.0030655,139,0.0025933,8163,0.0491349,8331,0.0768907,8331,0.0023409,8331,0.0048213,8331,0.39506,8331,0.0643215,8331,0.0966168,8331,0.22505,8311,2407620,8331
4461,1,10,3.02509,0.748668,0.294862,0.460013,2,0.822694,0.0491593,0.023307,0.00219328,0.00162191,3.57933,0,12,3,0,214,0,0,0,0,0,1.35168,8793,0.0554792,8793,0.0769165,8793,1.2189,8793,0.658464,8531,0.0021917,8531,0.0312021,1123,0.00354,1068,0.620854,8531,0.0188139,8531,0.0103841,8511,0.0184553,32,0.0030655,139,0.0026454,8363,0.0497418,8531,0.0783562,8531,0.0023911,8531,0.0048374,8531,0.427089,8531,0.069538,8531,0.0998954,8531,0.247725,8511,2623420,8531
4561,1,0,2.11756,1.02245,0.36762,0.443651,4,1.00666,0.0848597,0.0249236,0.00232254,0.00174034,3.38864,0,12,3,0,214,0,0,0,0,0,1.39953,8993,0.0558359,8993,0.078172,8993,1.26512,8993,0.694283,8731,0.002229,8731,0.0314363,1136,0.0035921,1093,0.656332,8731,0.0191126,8731,0.0105852,8711,0.0184553,32,0.0031187,141,0.0026932,8563,0.0500752,8731,0.079897,8731,0.002444,8731,0.0048519,8731,0.459906,8731,0.0746537,8731,0.103457,8731,0.270946,8711,2839220,8731
4661,1,0,1.48229,1.11442,0.4423,0.5804,7,0.849709,0.0556559,0.0264647,0.00235105,0.00175812,3.324,0,12,3,0,214,0,0,0,0,0,1.45205,9193,0.0561891,9193,0.0793946,9193,1.31607,9193,0.735857,8931,0.0022672,8931,0.0332899,1179,0.0037066,1118,0.695882,8931,0.0194023,8931,0.0107811,8911,0.0209341,36,0.0031496,153,0.0027411,8757,0.0543257,8931,0.081264,8931,0.0024908,8931,0.005237,8931,0.490248,8931,0.0796982,8931,0.106644,8931,0.292356,8911,3041882,8931
4761,1,0,1.0376,1.09905,0.507975,0.560484,2,0.93212,0.0506435,0.026152,0.00246967,0.00165967,3.35969,0,14,4,0,214,0,0,0,0,0,1.51183,9393,0.0565486,9393,0.0807099,9393,1.37416,9393,0.785135,9131,0.0023026,9131,0.0369135,1257,0.0038579,1143,0.741331,9131,0.0196894,9131,0.0109764,9111,0.0256663,45,0.0032178,179,0.0027872,8948,0.0632552,9131,0.0827521,9131,0.0025376,9131,0.0062781,9131,0.518757,9131,0.0846942,9131,0.109683,9131,0.312284,9111,3218887,9131
4861,1,0,0.726323,1.02451,0.559629,0.517196,1,0.850111,0.0499619,0.0255958,0.00231369,0.00166297,3.38314,0,12,3,0,214,0,0,0,0,0,1.56933,9593,0.0569185,9593,0.0818864,9593,1.4301,9593,0.832281,9331,0.0023398,9331,0.0398576,1337,0.0039962,1168,0.785338,9331,0.0199889,9331,0.0111684,9311,0.0284614,50,0.0039295,206,0.0028341,9143,0.0716432,9331,0.084035,9331,0.0025857,9331,0.0070672,9331,0.548103,9331,0.0898161,9331,0.112613,9331,0.333077,9311,3413893,9331
4961,1,0,0.508426,0.921291,0.595795,0.485213,1,0.889894,0.0606657,0.0261076,0.00236177,0.00166263,3.37403,0,12,4,0,214,0,0,0,0,0,1.6208,9793,0.0572981,9793,0.0830906,9793,1.47998,9793,0.872512,9531,0.0023809,9531,0.0413902,1376,0.0040981,1193,0.823874,9531,0.0203037,9531,0.0113717,9511,0.029537,52,0.0043898,219,0.0028846,9341,0.0752563,9531,0.0854956,9531,0.0026376,9531,0.0074682,9531,0.578891,9531,0.0953125,9531,0.115933,9531,0.354384,9511,3614139,9531
5061,1,0,0.355898,0.808213,0.617037,0.430096,3,0.851502,0.053816,0.0246263,0.0021799,0.00167,3.31995,0,12,3,0,214,0,0,0,0,0,1.66463,9993,0.057625,9993,0.0842611,9993,1.52231,9993,0.905258,9731,0.0024187,9731,0.0416142,1388,0.0041478,1218,0.856288,9731,0.0205992,9731,0.0115677,9711,0.029537,52,0.0044124,222,0.0029325,9538,0.0755963,9731,0.0868999,9731,0.0026882,9731,0.0074823,9731,0.608821,9731,0.100245,9731,0.119447,9731,0.37506,9711,3807539,9731
5161,1,0,0.249129,0.696396,0.624972,0.426941,2,1.07558,0.0793836,0.0252646,0.0021994,0.00175439,3.62331,0,20,5,0,214,0,0,0,0,0,1.71057,10193,0.058057,10193,0.0854043,10193,1.56667,10193,0.940125,9931,0.0024581,9931,0.0418572,1401,0.0042002,1243,0.890803,9931,0.0209231,9931,0.0117798,9911,0.029537,52,0.0044124,222,0.0029838,9738,0.0757302,9931,0.0883512,9931,0.0027389,9931,0.0074967,9931,0.640982,9931,0.105971,9931,0.12328,9931,0.396817,9911,4000939,9931
5261,1,0,0.17439,0.591995,0.621675,0.420692,1,1.08086,0.0692556,0.0260718,0.00228427,0.00181152,3.64283,0,14,4,0,214,0,0,0,0,0,1.75371,10393,0.0583965,10393,0.0865505,10393,1.60831,10393,0.972294,10131,0.0024936,10131,0.0420712,1413,0.0042501,1268,0.922654,10131,0.021225,10131,0.0119734,10111,0.029537,52,0.0044371,223,0.0030328,9938,0.0758704,10131,0.089756,10131,0.002808,10131,0.0075112,10131,0.670521,10131,0.110898,10131,0.12672,10131,0.417186,10111,4194339,10131
5361,1,0,0.122073,0.49801,0.609308,0.42663,1,0.949489,0.0750822,0.0258705,0.00233479,0.00166615,3.42575,0,12,3,0,214,0,0,0,0,0,1.79883,10593,0.0587213,10593,0.0876968,10593,1.65196,10593,1.00628,10331,0.0025338,10331,0.0430148,1452,0.0042964,1293,0.955594,10331,0.0215253,10331,0.0121729,10311,0.029537,52,0.0044461,224,0.0030807,10136,0.077187,10331,0.0910697,10331,0.0028579,10331,0.0075253,10331,0.700078,10331,0.115835,10331,0.129913,10331,0.437908,10311,4387892,10331
5461,1,0,0.0854512,0.415499,0.589927,1.33903,4,0.927967,0.0713598,0.0347148,0.00306404,0.00202322,5.39214,0,12,3,0,214,0,0,0,0,0,1.90459,10793,0.0596171,10793,0.0904274,10793,1.75407,10793,1.08873,10531,0.0026231,10531,0.0459075,1484,0.0044718,1318,1.03486,10531,0.0222193,10531,0.012595,10511,0.029537,52,0.0044501,225,0.0032112,10334,0.0793495,10531,0.0945456,10531,0.0029372,10531,0.0075948,10531,0.772037,10531,0.133021,10531,0.138424,10531,0.482702,10511,4581618,10531
5561,1,0,0.0598158,0.344362,0.565371,1.0028,1,1.00561,0.0598983,0.039197,0.0029139,0.00283403,5.30833,0,14,4,0,214,0,0,0,0,0,2.0053,10993,0.0604008,10993,0.0931209,10993,1.85129,10993,1.16599,10731,0.0026994,10731,0.0464843,1497,0.0046185,1343,1.11129,10731,0.0229336,10731,0.0130138,10711,0.029537,52,0.0044951,227,0.0033193,10531,0.0797252,10731,0.0979865,10731,0.0030126,10731,0.0076231,10731,0.842996,10731,0.149187,10731,0.147229,10731,0.526966,10711,4775218,10731
5661,1,0,0.0418711,0.283864,0.53722,0.903203,4,1.19871,0.0667706,0.0298953,0.00257569,0.00230382,5.50644,0,13,6,0,214,0,0,0,0,0,2.11608,11193,0.061267,11193,0.0960493,11193,1.95828,11193,1.25141,10931,0.0027856,10931,0.0474665,1509,0.0047858,1368,1.19543,10931,0.0237853,10931,0.01352,10911,0.029537,52,0.004535,228,0.0034417,10731,0.0800339,10931,0.101743,10931,0.0030927,10931,0.0076486,10931,0.92118,10931,0.168388,10931,0.156999,10931,0.574361,10911,4968818,10931
5761,1,0,0.0293097,0.232953,0.506793,0.591434,1,0.99927,0.0804008,0.035961,0.00383222,0.0022332,5.02332,0,12,3,0,214,0,0,0,0,0,2.20386,11393,0.0618997,11393,0.0984994,11393,2.04296,11393,1.31879,11131,0.0028551,11131,0.0481598,1524,0.0048855,1393,1.26192,11131,0.02439,11131,0.0138852,11111,0.029537,52,0.004535,228,0.0035404,10931,0.0803948,11131,0.104571,11131,0.0031626,11131,0.0076723,11131,0.983115,11131,0.182673,11131,0.164453,11131,0.613098,11111,5162418,11131
5861,1,1,0.320517,0.250466,0.481161,1.05733,1,0.921234,0.073963,0.0305164,0.00295605,0.00193207,5.08951,0,12,3,0,214,0,0,0,0,0,2.29228,11593,0.062583,11593,0.101049,11593,2.12814,11593,1.38613,11331,0.0029264,11331,0.0487457,1536,0.0050168,1418,1.32845,11331,0.0250204,11331,0.0142562,11311,0.029537,52,0.004535,228,0.0036306,11131,0.0806399,11331,0.107723,11331,0.0032341,11331,0.0076967,11331,1.04484,11331,0.197471,11331,0.172161,11331,0.650907,11311,5356018,11331
5961,1,0,0.224362,0.245245,0.457569,0.859033,1,1.08635,0.0876109,0.0316447,0.00265897,0.00195942,5.15862,0,17,4,0,214,0,0,0,0,0,2.38499,11793,0.0632574,11793,0.103468,11793,2.21774,11793,1.4586,11531,0.0029891,11531,0.0507118,1570,0.0051718,1443,1.3987,11531,0.0255656,11531,0.0146096,11511,0.0302192,53,0.0045811,235,0.0037211,11330,0.0841573,11531,0.110589,11531,0.0032998,11531,0.0079854,11531,1.10646,11531,0.21117,11531,0.179163,11531,0.690566,11511,5554429,11531
6061,1,1,0.457053,0.287607,0.440573,0.585225,2,1.06324,0.0688721,0.0264556,0.00338262,0.00200069,4.91776,0,12,5,0,214,0,0,0,0,0,2.46426,11993,0.0639184,11993,0.105593,11993,2.29422,11993,1.51888,11731,0.0030487,11731,0.0520358,1598,0.0053672,1468,1.45737,11731,0.0260923,11731,0.0149456,11711,0.0309295,54,0.0046764,239,0.0037998,11518,0.0871775,11731,0.112918,11731,0.003364,11731,0.0081324,11731,1.15763,11731,0.222764,11731,0.185015,11731,0.72325,11711,5753668,11731
6161,1,0,0.319937,0.294073,0.425923,0.434808,1,0.963495,0.0690983,0.0282323,0.00259982,0.00191288,5.65865,0,12,3,0,214,0,0,0,0,0,2.54404,12193,0.0646937,12193,0.10789,12193,2.37092,12193,1.57941,11931,0.0031155,11931,0.0535105,1622,0.0054629,1493,1.51623,11931,0.0266479,11931,0.0152966,11911,0.0309295,54,0.0046813,240,0.0038767,11718,0.0882202,11931,0.115649,11931,0.0034266,11931,0.0082412,11931,1.21139,11931,0.235148,11931,0.191689,11931,0.756647,11911,5946856,11931
6261,1,0,0.223956,0.280049,0.411335,0.455001,2,0.862911,0.0530731,0.0260144,0.00232837,0.00167618,6.29204,0,12,3,0,214,0,0,0,0,0,2.59806,12393,0.0654117,12393,0.109422,12393,2.42269,12393,1.61906,12131,0.0031585,12131,0.0537275,1634,0.0055307,1518,1.55554,12131,0.0270047,12131,0.0155178,12111,0.0309295,54,0.0046813,240,0.0039335,11918,0.088487,12131,0.117491,12131,0.0034826,12131,0.0082587,12131,1.24774,12131,0.241593,12131,0.195946,12131,0.781194,12111,6139656,12131
6361,1,0,0.156769,0.255393,0.395741,0.627523,1,1.13395,0.0628102,0.0239926,0.00408744,0.00181371,6.26938,0,18,5,0,214,0,0,0,0,0,2.65439,12593,0.066396,12593,0.110973,12593,2.47647,12593,1.66048,12331,0.0032025,12331,0.0545305,1654,0.0056249,1543,1.59599,12331,0.0273524,12331,0.0157311,12311,0.0309295,54,0.0046845,241,0.0039895,12116,0.0891751,12331,0.119264,12331,0.0035351,12331,0.0082858,12331,1.28488,12331,0.248129,12331,0.200176,12331,0.806566,12311,6331840,12331
6461,1,0,0.109738,0.226262,0.378793,1.19949,4,0.894696,0.0585653,0.0303274,0.00290912,0.00209442,6.31072,0,12,3,0,214,0,0,0,0,0,2.72355,12793,0.0671172,12793,0.112929,12793,2.54294,12793,1.71279,12531,0.0032848,12531,0.0565004,1698,0.005736,1568,1.64612,12531,0.0278026,12531,0.0160351,12511,0.0309295,54,0.0047132,245,0.0040585,12310,0.0916344,12531,0.121248,12531,0.0035967,12531,0.0084661,12531,1.3293,12531,0.257459,12531,0.205292,12531,0.835656,12511,6522272,12531
6561,1,0,0.0768169,0.196373,0.360551,1.27383,2,0.943328,0.0727402,0.0301454,0.00332906,0.00200239,6.23212,0,12,3,0,214,0,0,0,0,0,2.85462,12993,0.0683674,12993,0.116762,12993,2.66891,12993,1.81205,12731,0.0033914,12731,0.0570607,1712,0.0058488,1593,1.74455,12731,0.0287003,12731,0.0165628,12711,0.0309295,54,0.0050709,246,0.0041873,12508,0.0923382,12731,0.125784,12731,0.0036931,12731,0.0084905,12731,1.42019,12731,0.278035,12731,0.216455,12731,0.892145,12711,6713872,12731
6661,1,0,0.0537718,0.167853,0.341281,1.37561,1,0.890934,0.0726584,0.0327883,0.00288535,0.00203244,5.42909,0,12,3,0,214,0,0,0,0,0,2.98369,13193,0.0693288,13193,0.120213,13193,2.79356,13193,1.91074,12931,0.00348,12931,0.0575237,1724,0.0059563,1618,1.84254,12931,0.0294984,12931,0.0171123,12911,0.0309295,54,0.0050709,246,0.0043078,12708,0.0926764,12931,0.130403,12931,0.0037995,12931,0.0085106,12931,1.51135,12931,0.298642,12931,0.227995,12931,0.948517,12911,6905472,12931
6761,1,0,0.0376403,0.14181,0.321334,1.87467,1,1.68797,0.137668,0.0433778,0.00666583,0.00291595,6.79598,0,20,4,0,214,0,0,0,0,0,3.12479,13393,0.0705119,13393,0.124672,13393,2.929,13393,2.01705,13131,0.0035895,13131,0.058432,1739,0.0061066,1643,1.94763,13131,0.0304547,13131,0.0176944,13111,0.0309295,54,0.0062372,249,0.0044717,12908,0.0932475,13131,0.135342,13131,0.0039057,13131,0.0085343,13131,1.60763,13131,0.319912,13131,0.239605,13131,1.00893,13111,7097072,13131
6861,1,0,0.0263482,0.118718,0.301073,1.74697,2,1.30249,0.0765652,0.0391296,0.00388496,0.00246305,6.30485,0,12,6,0,214,0,0,0,0,0,3.26337,13593,0.0714158,13593,0.128808,13593,3.06254,13593,2.1227,13331,0.0036923,13331,0.0592464,1751,0.0063049,1668,2.05213,13331,0.031424,13331,0.0183235,13311,0.0309295,54,0.0062372,249,0.0046097,13108,0.0936511,13331,0.140336,13331,0.0039992,13331,0.0085656,13331,1.70453,13331,0.34333,13331,0.251555,13331,1.06758,13311,7288672,13331
6961,1,0,0.0184437,0.0986632,0.280832,1.86826,1,1.6962,0.102423,0.074042,0.00992977,0.0044611,7.28293,0,12,3,0,214,0,0,0,0,0,3.42807,13793,0.0726293,13793,0.133563,13793,3.22125,13793,2.24976,13531,0.0038184,13531,0.0601743,1764,0.0065189,1693,2.17787,13531,0.0327401,13531,0.0190536,13511,0.0309295,54,0.0063704,253,0.0047757,13308,0.0943186,13531,0.145864,13531,0.0041062,13531,0.0085944,13531,1.82122,13531,0.371747,13531,0.266022,13531,1.13841,13511,7480272,13531
7061,1,0,0.0129106,0.0815127,0.2609,1.08541,1,1.11308,0.0837398,0.0473504,0.00565188,0.00252901,6.07685,0,12,3,0,214,0,0,0,0,0,3.57742,13993,0.073793,13993,0.138437,13993,3.36456,13993,2.36207,13731,0.0039205,13731,0.0609006,1776,0.0066806,1718,2.28913,13731,0.0336589,13731,0.0196588,13711,0.0309295,54,0.0063704,253,0.0049235,13508,0.094796,13731,0.151288,13731,0.0042177,13731,0.0086189,13731,1.92437,13731,0.394299,13731,0.278624,13731,1.20342,13711,7671872,13731
7161,1,0,0.00903743,0.0670176,0.241512,1.95551,1,1.41662,0.0869258,0.0637335,0.00696053,0.00445749,6.4319,0,14,4,0,214,0,0,0,0,0,3.73785,14193,0.0751013,14193,0.143229,14193,3.51887,14193,2.4843,13931,0.004039,13931,0.061728,1789,0.0068657,1743,2.41018,13931,0.0347615,13931,0.0203788,13911,0.0309295,54,0.0064549,256,0.0050864,13708,0.0952751,13931,0.156872,13931,0.004329,13931,0.0086472,13931,2.03681,13931,0.42059,13931,0.293283,13931,1.27185,13911,7863472,13931
7261,1,0,0.0063262,0.0548793,0.222848,1.83361,5,1.37291,0.0780858,0.0455272,0.00469277,0.00270441,6.02919,0,12,4,0,214,0,0,0,0,0,3.89766,14393,0.0763029,14393,0.147911,14393,3.67278,14393,2.60646,14131,0.0041561,14131,0.0623683,1801,0.0070331,1768,2.53136,14131,0.0358912,14131,0.0210939,14111,0.0309295,54,0.0064549,256,0.0052602,13908,0.0958587,14131,0.162995,14131,0.0044419,14131,0.0086752,14131,2.1488,14131,0.447494,14131,0.307012,14131,1.34009,14111,8055072,14131
7361,1,0,0.00442834,0.0447891,0.205042,1.33375,1,1.18405,0.0954987,0.0385036,0.00396362,0.00237356,5.17316,0,12,3,0,214,0,0,0,0,0,4.05895,14593,0.0773145,14593,0.152908,14593,3.82805,14593,2.72973,14331,0.004273,14331,0.0632715,1814,0.0072153,1793,2.65338,14331,0.0370046,14331,0.0218073,14311,0.0309295,54,0.0064638,257,0.0054303,14108,0.0962339,14331,0.168659,14331,0.0045564,14331,0.0087093,14331,2.26228,14331,0.47407,14331,0.320896,14331,1.41007,14311,8246672,14331
7461,1,0,0.00309984,0.0364513,0.188183,1.26626,4,1.06041,0.0824724,0.0356406,0.00366595,0.00233158,5.18211,0,12,3,0,214,0,0,0,0,0,4.19708,14793,0.0785408,14793,0.157076,14793,3.96077,14793,2.8339,14531,0.0043762,14531,0.0640092,1826,0.007401,1818,2.75648,14531,0.0379529,14531,0.022415,14511,0.0309295,54,0.0064894,258,0.0055823,14308,0.0966692,14531,0.173493,14531,0.0046581,14531,0.0087347,14531,2.35795,14531,0.496561,14531,0.332473,14531,1.46921,14511,8438272,14531
7561,1,0,0.00216989,0.029595,0.172325,1.14117,2,1.29894,0.0719397,0.0467022,0.0059462,0.00234928,5.68529,0,12,3,0,214,0,0,0,0,0,4.33013,14993,0.0795507,14993,0.160638,14993,4.08923,14993,2.93726,14731,0.0044773,14731,0.0647041,1839,0.0075102,1843,2.85889,14731,0.038909,14731,0.0229939,14711,0.0309295,54,0.0064894,258,0.0057234,14508,0.0970456,14731,0.17824,14731,0.0047485,14731,0.0087622,14731,2.45319,14731,0.519521,14731,0.344299,14731,1.52697,14711,8629872,14731
7661,1,0,0.00151892,0.0239798,0.15749,1.97152,2,1.25049,0.0820531,0.0399912,0.00402516,0.00235079,6.10019,0,12,4,0,214,0,0,0,0,0,4.48763,15193,0.0807759,15193,0.165187,15193,4.24095,15193,3.05752,14931,0.0045888,14931,0.0654472,1851,0.0077189,1868,2.97804,14931,0.0399457,14931,0.0237902,14911,0.0309295,54,0.0064894,258,0.0058899,14708,0.097582,14931,0.184116,14931,0.0048616,14931,0.0087901,14931,2.56346,14931,0.545189,14931,0.357333,14931,1.59548,14911,8821487,14931
7761,1,0,0.00106324,0.0193965,0.143681,0.631076,3,1.08704,0.125677,0.04506,0.0045831,0.00263013,4.85161,0,12,3,0,214,0,0,0,0,0,4.58508,15393,0.0815585,15393,0.167988,15393,4.33481,15393,3.13133,15131,0.0046592,15131,0.0659438,1865,0.0078112,1893,3.05115,15131,0.0406116,15131,0.024213,15111,0.0309295,54,0.0064894,258,0.005993,14908,0.0979148,15131,0.187341,15131,0.0049493,15131,0.0088123,15131,2.63149,15131,0.560644,15131,0.365883,15131,1.63797,15111,9013287,15131
7861,1,1,0.300744,0.075666,0.136879,0.46525,7,0.90908,0.0706752,0.026619,0.00247037,0.00177087,4.40899,0,13,3,0,214,0,0,0,0,0,4.63403,15593,0.0818882,15593,0.169247,15593,4.38216,15593,3.16794,15331,0.0047,15331,0.0662315,1877,0.0078672,1918,3.08737,15331,0.040946,15331,0.0244359,15311,0.0309295,54,0.0064894,258,0.0060488,15108,0.0981054,15331,0.188969,15331,0.0049994,15331,0.008829,15331,2.66508,15331,0.566711,15331,0.369832,15331,1.66061,15311,9204965,15331
7961,1,0,0.210521,0.102637,0.133455,0.422255,4,1.1338,0.071417,0.0333898,0.00319052,0.00232591,4.45936,0,14,4,0,214,0,0,0,0,0,4.68221,15793,0.0823508,15793,0.170659,15793,4.42846,15793,3.20317,15531,0.0047388,15531,0.0664748,1890,0.0079206,1943,3.12224,15531,0.0412871,15531,0.0246602,15511,0.0309295,54,0.0064894,258,0.0061047,15308,0.0984668,15531,0.190511,15531,0.0050487,15531,0.0088453,15531,2.69724,15531,0.572307,15531,0.373638,15531,1.68251,15511,9396565,15531
8061,1,0,0.147365,0.111583,0.131268,0.436138,2,1.00987,0.0776867,0.024638,0.00213642,0.00169985,4.20686,0,13,5,0,214,0,0,0,0,0,4.72686,15993,0.0828573,15993,0.171882,15993,4.47137,15993,3.23579,15731,0.0047737,15731,0.0668114,1906,0.0079844,1968,3.15439,15731,0.041593,15731,0.0248683,15711,0.0309295,54,0.0064894,258,0.0061566,15508,0.0988605,15731,0.192017,15731,0.0050984,15731,0.0088713,15731,2.72674,15731,0.577286,15731,0.377006,15731,1.70282,15711,9588487,15731
8161,1,0,0.103155,0.109897,0.129131,1.38925,2,1.08097,0.103199,0.0280776,0.00279677,0.00189414,5.97332,0,12,3,0,214,0,0,0,0,0,4.81796,16193,0.0835763,16193,0.174238,16193,4.55938,16193,3.30755,15931,0.0048666,15931,0.0693794,1937,0.0081268,1993,3.22332,15931,0.0422053,15931,0.0252439,15911,0.0309295,54,0.0065255,260,0.0062563,15705,0.101148,15931,0.194945,15931,0.0051717,15931,0.0093009,15931,2.78861,15931,0.592013,15931,0.384623,15931,1.74097,15911,9781615,15931
8261,1,0,0.0722087,0.102359,0.126454,1.57607,1,0.830801,0.0602749,0.0227287,0.00211366,0.00171249,5.47648,0,12,3,0,214,0,0,0,0,0,4.9369,16393,0.0847149,16393,0.177231,16393,4.67418,16393,3.4015,16131,0.0049685,16131,0.0736699,1998,0.0084719,2018,3.3125,16131,0.0429265,16131,0.0256987,16111,0.0309295,54,0.0065931,270,0.0063721,15901,0.106004,16131,0.198051,16131,0.005251,16131,0.0102853,16131,2.86714,16131,0.611198,16131,0.394111,16131,1.78938,16111,9982040,16131
8361,1,0,0.0505461,0.0919968,0.123008,1.1759,2,0.943377,0.0670792,0.0233683,0.00210962,0.00173858,5.78418,0,14,4,0,214,0,0,0,0,0,5.06,16593,0.0861912,16593,0.180503,16593,4.79252,16593,3.49696,16331,0.0050686,16331,0.0776138,2044,0.008644,2043,3.4037,16331,0.0437361,16331,0.0261458,16311,0.0309295,54,0.0066095,273,0.0064824,16073,0.109863,16331,0.201454,16331,0.0053342,16331,0.0104682,16331,2.94916,16331,0.631294,16331,0.404063,16331,1.83947,16311,10177252,16331
8461,1,0,0.0353823,0.0806739,0.118774,1.21019,1,0.917507,0.0660416,0.0222839,0.00216667,0.00166382,4.76386,0,12,4,0,214,0,0,0,0,0,5.17146,16793,0.0874432,16793,0.183782,16793,4.89944,16793,3.58158,16531,0.0051664,16531,0.0793888,2077,0.0087802,2068,3.48628,16531,0.0444053,16531,0.0265426,16511,0.0309295,54,0.0066233,276,0.0065524,16191,0.115147,16531,0.204263,16531,0.0054081,16531,0.0105273,16531,3.02196,16531,0.648857,16531,0.413429,16531,1.88378,16511,10371287,16531
8561,1,0,0.0247676,0.0694926,0.113846,1.0255,1,1.05947,0.110488,0.0263785,0.00214309,0.00172358,5.13514,0,13,4,0,214,0,0,0,0,0,5.27633,16993,0.088622,16993,0.186397,16993,5.0005,16993,3.66357,16731,0.0052837,16731,0.0829752,2128,0.0089246,2093,3.56439,16731,0.0451114,16731,0.0269827,16711,0.0309295,54,0.0066353,279,0.00665,16363,0.11866,16731,0.207155,16731,0.005479,16731,0.010717,16731,3.09187,16731,0.666106,16731,0.42168,16731,1.92688,16711,10575794,16731
8661,1,0,0.0173373,0.0590615,0.108368,1.13136,1,0.847012,0.0612331,0.0221334,0.00216278,0.00169782,5.4857,0,13,3,0,214,0,0,0,0,0,5.38796,17193,0.0898027,17193,0.189216,17193,5.10813,17193,3.75032,16931,0.0054133,16931,0.085675,2167,0.009073,2118,3.64813,16931,0.0458877,16931,0.0274439,16911,0.0309295,54,0.0066353,279,0.0067535,16549,0.120934,16931,0.210444,16931,0.0055578,16931,0.0107745,16931,3.16825,16931,0.68501,16931,0.431078,16931,1.97349,16911,10776471,16931
8761,1,0,0.0121361,0.0496765,0.102499,0.824298,3,1.09846,0.0843272,0.0379697,0.00442078,0.00200945,4.67133,0,16,5,0,214,0,0,0,0,0,5.4892,17393,0.0906002,17393,0.191977,17393,5.2058,17393,3.82892,17131,0.0055162,17131,0.0886655,2214,0.0092634,2143,3.72342,17131,0.046557,17131,0.0278624,17111,0.0309295,54,0.0066436,281,0.0068569,16747,0.123537,17131,0.213423,17131,0.0056257,17131,0.0109702,17131,3.23618,17131,0.701571,17131,0.438961,17131,2.01561,17111,10975224,17131
8861,1,0,0.00849528,0.0414402,0.0963928,0.882147,3,0.933735,0.0719074,0.0302796,0.00345836,0.00199805,4.64914,0,13,3,0,214,0,0,0,0,0,5.58488,17593,0.0912878,17593,0.194886,17593,5.29788,17593,3.90143,17331,0.005613,17331,0.0913814,2264,0.0093971,2168,3.79295,17331,0.0471367,17331,0.0282069,17311,0.0309295,54,0.0066549,284,0.0069441,16931,0.126385,17331,0.215908,17331,0.005697,17331,0.0111753,17331,3.29888,17331,0.716425,17331,0.445832,17331,2.05549,17311,11175311,17331
8961,1,1,0.305947,0.0943415,0.0961877,0.938133,1,0.988797,0.0929853,0.0248884,0.00227058,0.00163911,5.70376,0,14,4,0,214,0,0,0,0,0,5.67556,17793,0.0921564,17793,0.197581,17793,5.38498,17793,3.96948,17531,0.0056958,17531,0.0923133,2283,0.0095298,2193,3.85983,17531,0.0477126,17531,0.0285499,17511,0.0309295,54,0.0066549,284,0.0070321,17130,0.127796,17531,0.218884,17531,0.0057676,17531,0.0112358,17531,3.36001,17531,0.729171,17531,0.452701,17531,2.09547,17511,11376606,17531
9061,1,0,0.214163,0.118306,0.0983995,1.18259,2,0.85258,0.0666572,0.0218996,0.002043,0.00167954,5.22972,0,12,3,0,214,0,0,0,0,0,5.77025,17993,0.0928988,17993,0.200648,17993,5.47585,17993,4.04027,17731,0.005762,17731,0.0936966,2313,0.0096069,2218,3.92905,17731,0.0483284,17731,0.0288915,17711,0.0309295,54,0.0066549,284,0.0071201,17329,0.12916,17731,0.222172,17731,0.0058509,17731,0.0112716,17731,3.42323,17731,0.741884,17731,0.459579,17731,2.13744,17711,11577069,17731
