time,players,tidi,tidi_fastavg,tidi_avg,tidi_slowavg,maptick,num_timers,air_turf_cost,air_eg_cost,air_highpressure_cost,air_hotspots_cost,air_superconductivity_cost,air_pipenets_cost,air_rebuilds_cost,air_turf_count,air_eg_count,air_hotspot_count,air_network_count,air_delta_count,air_superconductive_count,all_queries,queries_active,queries_standby,send_maps,send_maps_count,initial_house,initial_house_count,cleanup,cleanup_count,client_loop,client_loop_count,per_client,per_client_count,deleted_images,deleted_images_count,hud_update,hud_update_count,statpanel_update,statpanel_update_count,map_data,map_data_count,check_eye_pos,check_eye_pos_count,update_chunks,update_chunks_count,turfmap_updates,turfmap_updates_count,changed_turfs,changed_turfs_count,turf_chunk_info,turf_chunk_info_count,obj_changes,obj_changes_count,mob_changes,mob_changes_count,send_turf_vis_conts,send_turf_vis_conts_count,pending_animations,pending_animations_count,look_for_movable_changes,look_for_movable_changes_count,check_turf_vis_conts,check_turf_vis_conts_count,check_hud/image_vis_contents,check_hud/image_vis_contents_count,turfs_in_range,turfs_in_range_count,movables_examined,movables_examined_count
9161,1,0,0.149914,0.124627,0.101022,1.55005,5,1.05144,0.0646682,0.0265174,0.00275479,0.00186679,5.10695,0,17,5,0,214,0,0,0,0,0,5.90074,18193,0.0939942,18193,0.204755,18193,5.60113,18193,4.13843,17931,0.005858,17931,0.0958284,2352,0.009764,2243,4.02479,17931,0.0491431,17931,0.0293741,17911,0.0309295,54,0.0066833,289,0.0072063,17462,0.13426,17931,0.225828,17931,0.0059441,17931,0.0113586,17931,3.5083,17931,0.760756,17931,0.469495,17931,2.19151,17911,11775547,17931
9261,1,0,0.10494,0.12069,0.102989,0.466067,1,1.10806,0.0860669,0.0228621,0.00217897,0.00171865,5.56716,0,12,6,0,214,0,0,0,0,0,6.00677,18393,0.0947554,18393,0.207893,18393,5.70325,18393,4.21884,18131,0.0059483,18131,0.0973486,2379,0.0098593,2268,4.10346,18131,0.0497976,18131,0.0297447,18111,0.0309295,54,0.0067692,290,0.0072851,17623,0.137314,18131,0.228853,18131,0.0060314,18131,0.011408,18131,3.57933,18131,0.776378,18131,0.477811,18131,2.23695,18111,11974770,18131
9361,1,0,0.0734578,0.111243,0.103814,0.454596,1,1.07109,0.102481,0.0231468,0.00271226,0.00182158,6.49071,0,12,3,0,214,0,0,0,0,0,6.06073,18593,0.0953751,18593,0.209471,18593,5.755,18593,4.25875,18331,0.0059904,18331,0.0988974,2423,0.0099336,2293,4.14168,18331,0.0501323,18331,0.0299578,18311,0.0309295,54,0.0068006,293,0.0073403,17820,0.139508,18331,0.23051,18331,0.006084,18331,0.0115762,18331,3.61272,18331,0.782419,18331,0.481423,18331,2.25992,18311,12168208,18331
9461,1,0,0.0514205,0.0992788,0.103361,0.615984,7,0.856541,0.0647827,0.0225033,0.00226321,0.00170102,6.1094,0,12,3,0,214,0,0,0,0,0,6.1135,18793,0.0958916,18793,0.210932,18793,5.80579,18793,4.29811,18531,0.006041,18531,0.100527,2472,0.010002,2318,4.17927,18531,0.0504758,18531,0.0301702,18511,0.0309295,54,0.0068061,295,0.007396,18011,0.14169,18531,0.231943,18531,0.0061357,18531,0.0116472,18531,3.64584,18531,0.788559,18531,0.485018,18531,2.28261,18511,12357683,18531
9561,1,0,0.0359943,0.0866219,0.101687,0.625239,1,0.89588,0.0591244,0.0222047,0.0021134,0.00167271,6.20834,0,12,3,0,214,0,0,0,0,0,6.16917,18993,0.0963918,18993,0.21253,18993,5.85935,18993,4.34006,18731,0.0060838,18731,0.101997,2514,0.0100889,2343,4.2196,18731,0.0508257,18731,0.0303913,18711,0.0309295,54,0.0068309,299,0.0074476,18199,0.144527,18731,0.23361,18731,0.0061918,18731,0.0118599,18731,3.68062,18731,0.794831,18731,0.488654,18731,2.3066,18711,12554166,18731
9661,1,0,0.025196,0.0743368,0.098952,1.04942,6,0.951555,0.0700133,0.025077,0.0021369,0.00171045,6.23274,0,13,5,0,214,0,0,0,0,0,6.25589,19193,0.0970651,19193,0.214655,19193,5.94326,19193,4.41133,18931,0.0061294,18931,0.106541,2578,0.0102991,2368,4.28605,18931,0.0512083,18931,0.0306399,18911,0.0364532,60,0.00709,316,0.0075094,18393,0.157408,18931,0.235628,18931,0.0062645,18931,0.0131138,18931,3.72422,18931,0.803063,18931,0.493145,18931,2.33668,18911,12745045,18931
9761,1,0,0.0176372,0.0629968,0.0953565,0.69276,1,0.835411,0.0598369,0.0223844,0.00209837,0.00163926,6.05776,0,13,3,0,214,0,0,0,0,0,6.33848,19393,0.0977018,19393,0.216612,19393,6.02325,19393,4.47901,19131,0.0061792,19131,0.111471,2659,0.0105138,2393,4.34851,19131,0.0516202,19131,0.0308824,19111,0.0425009,67,0.0071613,334,0.0075707,18586,0.168604,19131,0.238078,19131,0.0063217,19131,0.0144091,19131,3.76471,19131,0.811336,19131,0.497422,19131,2.36377,19111,12917046,19131
9861,1,0,0.0123461,0.0528667,0.0911075,0.76091,1,0.96575,0.0912319,0.0224259,0.00215418,0.00171914,6.03817,0,20,4,0,214,0,0,0,0,0,6.40653,19593,0.0982421,19593,0.218516,19593,6.08884,19593,4.53034,19331,0.0062278,19331,0.112396,2679,0.010622,2418,4.39873,19331,0.0520709,19331,0.0311364,19311,0.0430402,68,0.0071991,335,0.0076336,18766,0.170786,19331,0.240259,19331,0.0064066,19331,0.0147359,19331,3.80868,19331,0.819954,19331,0.503344,19331,2.39211,19311,13072583,19331
9961,1,0,0.00864224,0.0440218,0.0863989,0.761728,2,1.07685,0.071137,0.0222239,0.00213007,0.00174201,6.22262,0,18,6,0,214,0,0,0,0,0,6.48659,19793,0.0989273,19793,0.220807,19793,6.16592,19793,4.58994,19531,0.0062949,19531,0.112838,2692,0.0107529,2443,4.45765,19531,0.0526905,19531,0.031467,19511,0.0430402,68,0.0074683,339,0.0077056,18942,0.172161,19531,0.242772,19531,0.0064787,19531,0.0147544,19531,3.86218,19531,0.831983,19531,0.510628,19531,2.42497,19511,13230183,19531
10061,1,0,0.00604957,0.0364274,0.0814018,0.603161,1,1.01648,0.0798255,0.0286197,0.00248631,0.00196544,5.14617,0,14,4,0,214,0,0,0,0,0,6.56501,19993,0.0995922,19993,0.223416,19993,6.24106,19993,4.64677,19731,0.0063553,19731,0.113279,2705,0.0108311,2468,4.51387,19731,0.0532258,19731,0.0317671,19711,0.0430402,68,0.0074987,340,0.007779,19118,0.173578,19731,0.245356,19731,0.0065439,19731,0.0147746,19731,3.91322,19731,0.8426,19731,0.517133,19731,2.45755,19711,13387783,19731
10161,1,0,0.0042347,0.0299888,0.0762605,0.862843,1,0.859659,0.0606686,0.0224514,0.00210552,0.00166304,5.46378,0,12,3,0,214,0,0,0,0,0,6.63485,20193,0.100183,20193,0.22578,20193,6.30794,20193,4.69645,19931,0.0064069,19931,0.113599,2720,0.0109155,2493,4.56307,19931,0.053684,19931,0.0320407,19911,0.0430402,68,0.0075109,341,0.007842,19292,0.174957,19931,0.247759,19931,0.0066108,19931,0.0147914,19931,3.95761,19931,0.850839,19931,0.522394,19931,2.48721,19911,13545383,19931
10261,1,0,0.00296429,0.0245839,0.0710928,0.867252,1,0.874085,0.0726738,0.0228707,0.00214632,0.0016997,5.35791,0,12,3,0,214,0,0,0,0,0,6.73007,20393,0.101172,20393,0.228567,20393,6.39937,20393,4.76713,20131,0.0064847,20131,0.11386,2732,0.011006,2518,4.63328,20131,0.0543759,20131,0.0324175,20111,0.0430402,68,0.0075109,341,0.0079259,19466,0.176571,20131,0.250706,20131,0.0066939,20131,0.0148098,20131,4.02184,20131,0.865696,20131,0.531347,20131,2.52603,20111,13702988,20131
10361,1,0,0.002075,0.0200821,0.0659917,1.24546,6,1.03119,0.0671844,0.0234975,0.00220235,0.00175238,5.42576,0,17,5,0,214,0,0,0,0,0,6.8308,20593,0.102161,20593,0.231318,20593,6.49635,20593,4.84351,20331,0.0065624,20331,0.114378,2747,0.0111221,2543,4.70891,20331,0.0550802,20331,0.0328105,20311,0.0430402,68,0.0075367,343,0.008017,19641,0.178939,20331,0.253654,20331,0.0067629,20331,0.014831,20331,4.09067,20331,0.882267,20331,0.540911,20331,2.56724,20311,13860824,20331
10461,1,0,0.0014525,0.0163562,0.0610282,1.02918,2,1.10005,0.0780474,0.0218503,0.00212877,0.00163971,5.52906,0,13,5,0,214,0,0,0,0,0,6.93601,20793,0.102879,20793,0.234886,20793,6.59726,20793,4.92039,20531,0.0066301,20531,0.115794,2771,0.0112527,2568,4.78415,20531,0.0557403,20531,0.033178,20511,0.0430402,68,0.0076019,345,0.0081046,19814,0.181597,20531,0.256974,20531,0.0068449,20531,0.0149485,20531,4.15836,20531,0.897283,20531,0.549888,20531,2.60929,20511,14018432,20531
10561,1,0,0.00101675,0.0132883,0.0562542,0.488092,1,1.06466,0.092609,0.0232844,0.00226174,0.00169209,4.474,0,13,5,0,214,0,0,0,0,0,7.01731,20993,0.103537,20993,0.237226,20993,6.67555,20993,4.98188,20731,0.0067087,20731,0.117556,2800,0.0114065,2593,4.84361,20731,0.0563282,20731,0.0335205,20711,0.0437134,70,0.0077041,350,0.0081803,19998,0.183654,20731,0.259451,20731,0.0069287,20731,0.0150328,20731,4.21115,20731,0.909411,20731,0.556986,20731,2.64169,20711,14173271,20731
10661,1,0,0.000711725,0.010773,0.0517061,1.13531,2,1.02471,0.0966821,0.0241776,0.00263349,0.00180623,4.68599,0,13,3,0,214,0,0,0,0,0,7.10804,21193,0.10424,21193,0.240082,21193,6.76271,21193,5.04936,20931,0.0068056,20931,0.119317,2835,0.0115503,2618,4.90906,20931,0.0569831,20931,0.0338901,20911,0.0441265,71,0.0078443,351,0.0082732,20185,0.185764,20931,0.262299,20931,0.0069979,20931,0.015303,20931,4.26945,20931,0.923453,20931,0.564456,20931,2.67743,20911,14325424,20931
10761,1,0,0.000498208,0.00871804,0.0474073,0.868984,4,0.968984,0.0623029,0.0226671,0.00206905,0.00166011,4.63198,0,18,5,0,214,0,0,0,0,0,7.19429,21393,0.104971,21393,0.242888,21393,6.84541,21393,5.1133,21131,0.0068844,21131,0.120094,2851,0.0116612,2643,4.97202,21131,0.0576647,21131,0.0342894,21111,0.0441265,71,0.0078443,351,0.0083716,20385,0.18619,21131,0.265241,21131,0.0070646,21131,0.0153259,21131,4.32761,21131,0.938066,21131,0.571875,21131,2.7124,21111,14479824,21131
10861,1,0,0.000348745,0.00704418,0.043371,0.419468,1,1.2206,0.0891235,0.0268519,0.00275502,0.00190322,4.65435,0,14,6,0,214,0,0,0,0,0,7.27395,21593,0.105629,21593,0.245418,21593,6.92188,21593,5.17184,21331,0.0069512,21331,0.121201,2871,0.0117609,2668,5.02925,21331,0.0582323,21331,0.0346287,21311,0.0443895,72,0.0078443,351,0.0084559,20580,0.186996,21331,0.267939,21331,0.0071338,21331,0.0153483,21331,4.37984,21331,0.95008,21331,0.578394,21331,2.74505,21311,14633511,21331
10961,1,0,0.000244122,0.00568417,0.0396023,1.13099,1,1.13532,0.0948294,0.0296874,0.00323197,0.00206297,4.34333,0,13,4,0,214,0,0,0,0,0,7.37642,21793,0.106388,21793,0.24857,21793,7.02043,21793,5.24929,21531,0.0070546,21531,0.124209,2910,0.0119648,2693,5.10336,21531,0.058924,21531,0.0350204,21511,0.0449144,73,0.0078443,351,0.0085593,20776,0.190379,21531,0.271158,21531,0.0072095,21531,0.0156726,21531,4.44497,21531,0.966629,21531,0.58759,21531,2.78314,21511,14788265,21531
11061,1,0,0.000170885,0.00458151,0.0361002,1.02628,1,0.877678,0.0744043,0.0286368,0.00223918,0.00205285,4.45924,0,12,3,0,214,0,0,0,0,0,7.45981,21993,0.107117,21993,0.251242,21993,7.10041,21993,5.31131,21731,0.0071248,21731,0.125093,2928,0.0120746,2718,5.16428,21731,0.0595161,21731,0.0353542,21711,0.0451716,74,0.0078443,351,0.0086289,20949,0.19235,21731,0.273797,21731,0.007274,21731,0.0158484,21731,4.49964,21731,0.979189,21731,0.595401,21731,2.81626,21711,14944819,21731
11161,1,0,0.00011962,0.00368913,0.0328591,1.06341,7,0.9626,0.068462,0.0234583,0.00242353,0.0017257,4.42709,0,14,4,0,214,0,0,0,0,0,7.54853,22193,0.107774,22193,0.254213,22193,7.18549,22193,5.37725,21931,0.0071984,21931,0.125771,2946,0.0121779,2743,5.22934,21931,0.0602222,21931,0.0357157,21911,0.0451716,74,0.0078443,351,0.0087152,21130,0.193597,21931,0.276778,21931,0.0073414,21931,0.0158719,21931,4.55904,21931,0.993449,21931,0.603227,21931,2.85226,21911,15106027,21931
11261,1,0,8.37338e-005,0.00296805,0.02987,0.833426,1,1.21313,0.0914979,0.0409787,0.0029361,0.00238802,4.3257,0,14,7,0,214,0,0,0,0,0,7.63884,22393,0.10839,22393,0.257177,22393,7.27221,22393,5.44416,22131,0.0072676,22131,0.12609,2958,0.0122778,2768,5.29572,22131,0.0608649,22131,0.0360649,22111,0.0451716,74,0.0078443,351,0.0088001,21314,0.194624,22131,0.279787,22131,0.0074133,22131,0.0158936,22131,4.62007,22131,1.0075,22131,0.611386,22131,2.88968,22111,15267389,22131
11361,1,0,5.86136e-005,0.00238617,0.0271216,1.00517,1,0.864024,0.0643357,0.0272215,0.00248466,0.00209464,4.30387,0,12,3,0,214,0,0,0,0,0,7.72722,22593,0.109063,22593,0.259876,22593,7.35722,22593,5.51067,22331,0.0073395,22331,0.12659,2971,0.0123864,2793,5.36152,22331,0.061509,22331,0.0364231,22311,0.0451716,74,0.0078619,352,0.0088801,21488,0.195993,22331,0.282595,22331,0.0074803,22331,0.0159187,22331,4.68034,22331,1.0214,22331,0.619532,22331,2.92653,22311,15428589,22331
11461,1,1,0.300041,0.0619171,0.0306012,0.429009,1,1.03714,0.113133,0.0376877,0.00343489,0.00317561,5.43855,0,21,4,0,214,0,0,0,0,0,7.81929,22793,0.10985,22793,0.262615,22793,7.44575,22793,5.57981,22531,0.0074095,22531,0.126897,2983,0.0124706,2818,5.43016,22531,0.0621625,22531,0.0367966,22511,0.0451716,74,0.0078855,354,0.008967,21661,0.197533,22531,0.285414,22531,0.0075551,22531,0.015942,22531,4.74323,22531,1.03662,22531,0.62816,22531,2.96414,22511,15589789,22531
11561,1,0,0.210029,0.0915395,0.036695,0.636049,4,1.16251,0.110536,0.0225486,0.00221163,0.00177331,6.12406,0,27,5,0,214,0,0,0,0,0,7.87989,22993,0.110346,22993,0.264455,22993,7.504,22993,5.62305,22731,0.0074697,22731,0.12814,3005,0.0125525,2843,5.47198,22731,0.0625456,22731,0.0370329,22711,0.0461467,75,0.0080629,358,0.0090271,21857,0.198922,22731,0.287423,22731,0.007613,22731,0.0159859,22731,4.77961,22731,1.04331,22731,0.63247,22731,2.98858,22711,15745346,22731
11661,1,0,0.14702,0.102636,0.043289,0.677316,1,1.18119,0.094984,0.0316059,0.00290326,0.00239784,6.09616,0,13,5,0,214,0,0,0,0,0,7.93717,23193,0.110921,23193,0.26639,23193,7.55876,23193,5.66395,22931,0.0075147,22931,0.128566,3020,0.0126289,2868,5.51231,22931,0.0629274,22931,0.0372544,22911,0.0461467,75,0.0082282,361,0.0090862,22057,0.199165,22931,0.289499,22931,0.0076691,22931,0.0160007,22931,4.81661,22931,1.05025,22931,0.636868,22931,3.01326,22911,15899946,22931
11761,1,0,0.102914,0.102691,0.0492293,0.589291,1,0.939833,0.0622428,0.0301447,0.00322592,0.00211749,5.76113,0,12,3,0,214,0,0,0,0,0,8.00242,23393,0.111676,23393,0.268672,23393,7.62097,23393,5.71056,23131,0.0075681,23131,0.128955,3034,0.0127137,2893,5.55837,23131,0.0634153,23131,0.0375256,23111,0.0461467,75,0.0082691,363,0.0091577,22257,0.199368,23131,0.291992,23131,0.0077312,23131,0.0160189,23131,4.8589,23131,1.05903,23131,0.641616,23131,3.04045,23111,16054601,23131
11861,1,0,0.0720399,0.096561,0.0539624,0.873511,1,0.934522,0.069868,0.0238668,0.00223334,0.00169615,5.88675,0,12,3,0,214,0,0,0,0,0,8.07572,23593,0.112368,23593,0.271084,23593,7.69116,23593,5.76399,23331,0.0076228,23331,0.129454,3053,0.012789,2918,5.61115,23331,0.0639061,23331,0.0378295,23311,0.0461467,75,0.0083254,365,0.0092493,22457,0.200097,23331,0.294708,23331,0.0077998,23331,0.0160363,23331,4.90707,23331,1.06909,23331,0.647403,23331,3.07142,23311,16209401,23331
11961,1,0,0.0504279,0.0873344,0.0572996,0.711298,1,1.32385,0.0841327,0.0365598,0.00372639,0.00222875,6.62171,0,19,6,0,214,0,0,0,0,0,8.16305,23793,0.113273,23793,0.274127,23793,7.77453,23793,5.82617,23531,0.0076919,23531,0.13021,3072,0.0128723,2943,5.67238,23531,0.0644833,23531,0.0381601,23511,0.0461467,75,0.0084805,368,0.0093475,22657,0.201523,23531,0.298147,23531,0.0078943,23531,0.016059,23531,4.96199,23531,1.07989,23531,0.653912,23531,3.1076,23511,16363548,23531
12061,1,0,0.0352995,0.0769274,0.0592624,0.42298,8,1.29809,0.110785,0.0414923,0.00469863,0.00244376,7.28851,0,13,5,0,214,0,0,0,0,0,8.24594,23993,0.114431,23993,0.277214,23993,7.85316,23993,5.88459,23731,0.0077562,23731,0.130931,3090,0.0129666,2968,5.72989,23731,0.0650609,23731,0.0384794,23711,0.0461467,75,0.0085185,369,0.0094471,22857,0.20262,23731,0.301466,23731,0.0079684,23731,0.0160795,23731,5.0138,23731,1.09067,23731,0.660194,23731,3.14107,23711,16517348,23731
12161,1,0,0.0247097,0.0664839,0.0599846,0.611377,1,1.10808,0.10672,0.0296333,0.00292028,0.00193893,4.91547,0,13,4,0,214,0,0,0,0,0,8.29861,24193,0.114989,24193,0.279026,24193,7.90345,24193,5.92232,23931,0.0078013,23931,0.131247,3103,0.0130319,2993,5.76718,23931,0.0654518,23931,0.0387124,23911,0.0461467,75,0.0089848,370,0.0095176,23057,0.202973,23931,0.303332,23931,0.0080276,23931,0.016094,23931,5.04753,23931,1.09732,23931,0.664612,23931,3.16294,23911,16671024,23931
12261,1,0,0.0172968,0.0566465,0.0596507,0.606831,4,0.907353,0.0688331,0.0261675,0.00230082,0.00176092,4.90866,0,12,3,0,214,0,0,0,0,0,8.34876,24393,0.115512,24393,0.280797,24393,7.9513,24393,5.95789,24131,0.0078426,24131,0.13147,3115,0.0130886,3018,5.80241,24131,0.0658209,24131,0.0389339,24111,0.0461467,75,0.0089848,370,0.0095796,23257,0.203157,24131,0.305137,24131,0.0080827,24131,0.0161093,24131,5.07995,24131,1.1037,24131,0.668819,24131,3.18399,24111,1.68244e+007,24131
12361,1,0,0.0121077,0.0477387,0.0584595,0.475801,1,1.00223,0.0682895,0.0253819,0.00230582,0.00173443,4.71555,0,15,4,0,214,0,0,0,0,0,8.39948,24593,0.11611,24593,0.282507,24593,7.9997,24593,5.99412,24331,0.0078851,24331,0.131815,3128,0.0131542,3043,5.83817,24331,0.0662326,24331,0.0391793,24311,0.0461467,75,0.0089964,371,0.0096466,23457,0.203271,24331,0.306976,24331,0.0081364,24331,0.0161238,24331,5.11284,24331,1.11033,24331,0.673137,24331,3.20514,24311,1.69778e+007,24331
12461,1,0,0.00847542,0.0398861,0.0566022,0.491719,4,0.997998,0.072578,0.0244459,0.00224705,0.00174133,4.97529,0,13,5,0,214,0,0,0,0,0,8.44697,24793,0.116651,24793,0.284206,24793,8.04495,24793,6.02762,24531,0.007923,24531,0.13204,3140,0.0132123,3068,5.87133,24531,0.0666137,24531,0.0393924,24511,0.0461467,75,0.0090564,374,0.0097055,23657,0.203751,24531,0.308674,24531,0.0081915,24531,0.0161381,24531,5.14295,24531,1.11596,24531,0.676948,24531,3.2251,24511,1.71314e+007,24531
12561,1,0,0.00593279,0.0330954,0.0542515,0.416285,1,1.01203,0.100352,0.0233293,0.00227061,0.00181345,6.11707,0,12,4,0,214,0,0,0,0,0,8.49721,24993,0.117136,24993,0.285885,24993,8.09301,24993,6.06351,24731,0.0079627,24731,0.132281,3153,0.0132676,3093,5.90687,24731,0.0669844,24731,0.0396143,24711,0.0461467,75,0.0093737,377,0.0097659,23857,0.204405,24731,0.310425,24731,0.0082469,24731,0.0161519,24731,5.17493,24731,1.12224,24731,0.681054,24731,3.24596,24711,1.7285e+007,24731
12661,1,0,0.00415295,0.0273069,0.051557,0.834736,1,1.49205,0.115486,0.0381765,0.0048718,0.00222557,7.56345,0,16,4,0,214,0,0,0,0,0,8.57203,25193,0.118069,25193,0.28875,25193,8.16402,25193,6.11628,24931,0.0080225,24931,0.13258,3165,0.0133438,3118,5.95918,24931,0.0675372,24931,0.0399325,24911,0.0461467,75,0.0096171,380,0.0098482,24057,0.205444,24931,0.313034,24931,0.0083174,24931,0.0161722,24931,5.22218,24931,1.13229,24931,0.686816,24931,3.27631,24911,1.74386e+007,24931
12761,1,0,0.00290707,0.0224269,0.048644,0.825748,2,1.36932,0.105133,0.0364423,0.00299259,0.00268188,7.30012,0,16,4,0,214,0,0,0,0,0,8.65078,25393,0.119127,25393,0.291554,25393,8.2389,25393,6.17328,25131,0.0080886,25131,0.13306,3178,0.0134379,3143,6.01551,25131,0.068178,25131,0.0402918,25111,0.0461467,75,0.0096873,381,0.0099495,24257,0.205927,25131,0.315935,25131,0.008387,25131,0.0161905,25131,5.27371,25131,1.14369,25131,0.693136,25131,3.30898,25111,1.75921e+007,25131
12861,1,1,0.302035,0.0783485,0.0516145,0.565127,1,1.37563,0.0896153,0.0372615,0.00403675,0.00222211,6.28367,0,13,5,0,214,0,0,0,0,0,8.75209,25593,0.120322,25593,0.295257,25593,8.3353,25593,6.24659,25331,0.0081627,25331,0.134021,3192,0.0135539,3168,6.08763,25331,0.0689012,25331,0.0406944,25311,0.0461467,75,0.0115289,389,0.0100673,24457,0.206412,25331,0.319524,25331,0.0084661,25331,0.0162114,25331,5.33841,25331,1.15824,25331,0.701061,25331,3.34962,25311,1.77455e+007,25331
12961,1,0,0.211424,0.104964,0.0569494,0.601873,1,1.13794,0.0873416,0.032226,0.00293496,0.00192249,5.28596,0,12,3,0,214,0,0,0,0,0,8.81605,25793,0.121051,25793,0.297607,25793,8.39618,25793,6.29184,25531,0.0082175,25531,0.134423,3207,0.0136354,3193,6.13232,25531,0.0694188,25531,0.0409819,25511,0.0461467,75,0.0121201,394,0.0101408,24657,0.20667,25531,0.32199,25531,0.0085265,25531,0.0162293,25531,5.3787,25531,1.16656,25531,0.706155,25531,3.3756,25511,1.78989e+007,25531
13061,1,2,0.747997,0.23357,0.0746115,0.908489,5,0.980538,0.078185,0.0264344,0.00271035,0.00183274,5.04795,0,12,3,0,214,0,0,0,0,0,8.88492,25993,0.121791,25993,0.299923,25993,8.46198,25993,6.34234,25731,0.0082765,25731,0.134829,3219,0.0137173,3218,6.18225,25731,0.0699999,25731,0.0412898,25711,0.0461467,75,0.0127486,399,0.0102291,24857,0.206931,25731,0.324468,25731,0.0085908,25731,0.016247,25731,5.42407,25731,1.17663,25731,0.711731,25731,3.40429,25711,1.80523e+007,25731
13161,1,0,0.523598,0.291576,0.096308,1.08487,1,1.43172,0.0798944,0.0495687,0.00518665,0.00296857,5.90815,0,17,5,0,214,0,0,0,0,0,8.98527,26193,0.123019,26193,0.303292,26193,8.55772,26193,6.4155,25931,0.0083593,25931,0.135607,3234,0.0138585,3243,6.25438,25931,0.0708463,25931,0.0417652,25911,0.0461467,75,0.013507,404,0.0103584,25057,0.207238,25931,0.3284,25931,0.0086709,25931,0.0162677,25931,5.48945,25931,1.19318,25931,0.719426,25931,3.4438,25911,1.82058e+007,25931
13261,1,0,0.366519,0.306564,0.117334,0.668185,1,1.27607,0.100733,0.0353807,0.00371902,0.00213458,5.97917,0,12,7,0,214,0,0,0,0,0,9.05961,26393,0.12386,26393,0.305893,26393,8.62861,26393,6.46911,26131,0.0084287,26131,0.136192,3247,0.0139526,3268,6.30721,26131,0.0714444,26131,0.0420864,26111,0.0461467,75,0.0141724,411,0.0104567,25257,0.207438,26131,0.331155,26131,0.0087333,26131,0.0162854,26131,5.53743,26131,1.20355,26131,0.725606,26131,3.47419,26111,1.83592e+007,26131
13361,1,0,0.256563,0.296564,0.135257,0.584488,1,1.20869,0.103696,0.0413062,0.00360817,0.00264987,4.73493,0,13,4,0,214,0,0,0,0,0,9.12034,26593,0.124409,26593,0.307994,26593,8.68668,26593,6.51401,26331,0.0084746,26331,0.137723,3283,0.0140749,3293,6.3504,26331,0.0718668,26331,0.0423309,26311,0.046742,76,0.0150673,430,0.0105218,25456,0.210528,26331,0.333219,26331,0.0087909,26331,0.0169218,26331,5.57244,26331,1.21073,26331,0.729765,26331,3.49714,26311,1.85141e+007,26331
13461,1,0,0.179594,0.27317,0.149048,0.614161,1,1.03992,0.0846648,0.0415437,0.00454561,0.00225524,5.33352,0,12,3,0,214,0,0,0,0,0,9.18241,26793,0.125036,26793,0.309821,26793,8.74628,26793,6.56152,26531,0.0085179,26531,0.139336,3317,0.0141603,3318,6.39614,26531,0.0722458,26531,0.0425967,26511,0.048908,80,0.0154052,446,0.0105771,25642,0.214425,26531,0.334987,26531,0.0088493,26531,0.017338,26531,5.60874,26531,1.21759,26531,0.734057,26531,3.52147,26511,1.86894e+007,26531
13561,1,0,0.125716,0.243679,0.158511,0.563096,1,1.5149,0.0909936,0.0362301,0.00371591,0.00224482,5.61478,0,16,5,0,214,0,0,0,0,0,9.25145,26993,0.125673,26993,0.31202,26993,8.81248,26993,6.61276,26731,0.0085681,26731,0.140156,3345,0.0142278,3343,6.44642,26731,0.0727143,26731,0.0429213,26711,0.048908,80,0.0157942,451,0.0106459,25819,0.216035,26731,0.337001,26731,0.0089085,26731,0.0173563,26731,5.65395,26731,1.22678,26731,0.740253,26731,3.55044,26711,1.88684e+007,26731
13661,1,1,0.388001,0.272544,0.169914,0.859064,1,1.41611,0.110528,0.037248,0.0051928,0.00254792,4.85058,0,12,3,0,214,0,0,0,0,0,9.32007,27193,0.12631,27193,0.313978,27193,8.8785,27193,6.66543,26931,0.0086509,26931,0.142682,3373,0.014326,3368,6.49635,26931,0.0731672,26931,0.0432341,26911,0.0500502,81,0.0160472,457,0.0107115,26005,0.218213,26931,0.339037,26931,0.0089671,26931,0.0175388,26931,5.69705,26931,1.23542,26931,0.746137,26931,3.57812,26911,1.9045e+007,26931
13761,1,0,0.271601,0.272355,0.180158,0.835733,2,1.24377,0.10029,0.0453646,0.00387475,0.00252031,6.36603,0,12,3,0,214,0,0,0,0,0,9.41673,27393,0.127374,27393,0.317091,27393,8.97097,27393,6.73798,27131,0.008726,27131,0.145519,3422,0.0144237,3393,6.56587,27131,0.0738387,27131,0.0436717,27111,0.0500502,81,0.0166771,462,0.0108361,26200,0.220653,27131,0.341858,27131,0.009039,27131,0.0176026,27131,5.75911,27131,1.24918,27131,0.753907,27131,3.61765,27111,1.92307e+007,27131
13861,1,0,0.190121,0.255908,0.187733,0.829626,1,1.24871,0.113564,0.0468429,0.00448904,0.00255917,5.40195,0,13,3,0,214,0,0,0,0,0,9.51358,27593,0.128505,27593,0.320016,27593,9.06376,27593,6.81221,27331,0.0088019,27331,0.148149,3466,0.014583,3418,6.63721,27331,0.0746249,27331,0.0440809,27311,0.0510001,82,0.0171674,476,0.0109363,26386,0.226806,27331,0.344603,27331,0.009108,27331,0.0179376,27331,5.81822,27331,1.2618,27331,0.760826,27331,3.65629,27311,1.94236e+007,27331
