time,players,tidi,tidi_fastavg,tidi_avg,tidi_slowavg,maptick,num_timers,air_turf_cost,air_eg_cost,air_highpressure_cost,air_hotspots_cost,air_superconductivity_cost,air_pipenets_cost,air_rebuilds_cost,air_turf_count,air_eg_count,air_hotspot_count,air_network_count,air_delta_count,air_superconductive_count,all_queries,queries_active,queries_standby,send_maps,send_maps_count,initial_house,initial_house_count,cleanup,cleanup_count,client_loop,client_loop_count,per_client,per_client_count,deleted_images,deleted_images_count,hud_update,hud_update_count,statpanel_update,statpanel_update_count,map_data,map_data_count,check_eye_pos,check_eye_pos_count,update_chunks,update_chunks_count,turfmap_updates,turfmap_updates_count,changed_turfs,changed_turfs_count,turf_chunk_info,turf_chunk_info_count,obj_changes,obj_changes_count,mob_changes,mob_changes_count,send_turf_vis_conts,send_turf_vis_conts_count,pending_animations,pending_animations_count,look_for_movable_changes,look_for_movable_changes_count,check_turf_vis_conts,check_turf_vis_conts_count,check_hud/image_vis_contents,check_hud/image_vis_contents_count,turfs_in_range,turfs_in_range_count,movables_examined,movables_examined_count
1801.5,1,0,0.371227,0.741887,0.926082,2.24391,1,1.45842,0.105933,0.0389025,0.00312929,0.00379204,7.26104,0,18,3,0,240,0,0,0,0,0,1.81254,3471,0.0472422,3471,0.0518249,3471,1.71314,3471,1.32459,3471,0.0014242,3471,0.0603225,686,0.0034553,434,1.25878,3471,0.0124874,3471,0.0078033,3366,0.0372364,33,0.0081171,160,0.0020873,3416,0.112294,3471,0.0637859,3471,0.001515,3471,0.0160676,3471,0.99277,3471,0.181591,3471,0.0915533,3471,0.690292,3366,2397501,3471
1901.5,1,0,0.259859,0.645481,0.898022,1.94792,1,1.59262,0.113569,0.0327238,0.00340571,0.00210093,6.88112,0,26,7,0,240,0,0,0,0,0,1.98498,3671,0.048971,3671,0.0558203,3671,1.87984,3671,1.46183,3671,0.0015637,3671,0.0658049,733,0.0038517,459,1.38996,3671,0.0135647,3671,0.0084306,3566,0.0424275,36,0.0083036,174,0.0022268,3612,0.122406,3671,0.0699032,3671,0.0016281,3671,0.0167619,3671,1.09933,3671,0.203015,3671,0.100258,3671,0.763575,3566,2585197,3671
2001.5,1,0,0.181901,0.552765,0.863496,2.05767,1,1.36904,0.0757521,0.0333007,0.00315431,0.00210972,7.72844,0,18,3,0,240,0,0,0,0,0,2.15074,3871,0.0511917,3871,0.0597161,3871,2.03947,3871,1.59228,3871,0.0016746,3871,0.0721007,787,0.0043935,484,1.5134,3871,0.0147065,3871,0.0093063,3766,0.0435615,37,0.0094915,191,0.002526,3811,0.129294,3871,0.0742715,3871,0.0017522,3871,0.0176624,3871,1.20538,3871,0.227553,3871,0.10938,3871,0.833149,3766,2764785,3871
2101.5,1,0,0.127331,0.467678,0.823915,1.64707,1,1.49639,0.0965808,0.0339356,0.00313381,0.00236722,6.68821,0,20,7,0,240,0,0,0,0,0,2.32009,4071,0.0535005,4071,0.0637414,4071,2.20247,4071,1.7242,4071,0.0017973,4071,0.0753958,828,0.0050306,509,1.64121,4071,0.0159217,4071,0.0101168,3966,0.0446192,38,0.0098397,204,0.0027138,4010,0.134724,4071,0.0796178,4071,0.0018772,4071,0.018297,4071,1.31763,4071,0.253031,4071,0.118888,4071,0.907095,3966,2943623,4071
2201.5,1,0,0.0891316,0.391969,0.78072,1.59309,1,1.43922,0.100411,0.0374971,0.00335016,0.00242529,6.41572,0,18,3,0,240,0,0,0,0,0,2.49205,4271,0.0552808,4271,0.0673556,4271,2.36902,4271,1.86508,4271,0.0019125,4271,0.0859877,907,0.0055287,534,1.77085,4271,0.0171473,4271,0.0108079,4166,0.0494668,43,0.0102461,225,0.0028644,4205,0.148799,4271,0.0834825,4271,0.0019923,4271,0.0192636,4271,1.42053,4271,0.277069,4271,0.126778,4271,0.975882,4166,3135035,4271
2301.5,1,0,0.0623921,0.326054,0.735253,1.79352,1,1.67089,0.104148,0.0648845,0.00459919,0.00473284,7.02238,0,22,5,0,240,0,0,0,0,0,2.66775,4471,0.0568627,4471,0.071017,4471,2.53946,4471,2.00831,4471,0.0020419,4471,0.0936579,968,0.0059393,559,1.90578,4471,0.0181854,4471,0.0114255,4366,0.0570035,49,0.0108467,249,0.0030469,4399,0.163175,4471,0.0880991,4471,0.0020913,4471,0.0205813,4471,1.52476,4471,0.300597,4471,0.135474,4471,1.04562,4366,3329340,4471
2401.5,1,0,0.0436745,0.269578,0.688686,1.80865,1,1.59635,0.113022,0.04032,0.00331525,0.00247084,6.29452,0,22,5,0,240,0,0,0,0,0,2.80697,4671,0.058162,4671,0.0743163,4671,2.67406,4671,2.11581,4671,0.0021899,4671,0.094773,991,0.0061431,584,2.01179,4671,0.0194034,4671,0.0121065,4566,0.0570035,49,0.011179,255,0.0032036,4596,0.164839,4671,0.0932068,4671,0.0021841,4671,0.0206215,4671,1.62113,4671,0.322004,4671,0.142763,4671,1.11016,4566,3526340,4671
2501.5,1,18,5.43057,1.30178,0.749995,1.27505,1,1.32832,0.0978701,0.0427529,0.0038235,0.00218467,7.34414,0,18,3,0,240,0,0,0,0,0,2.94505,4871,0.0596527,4871,0.0780426,4871,2.80687,4871,2.22053,4871,0.0022878,4871,0.0967638,1021,0.0064012,609,2.11412,4871,0.0203769,4871,0.0128141,4766,0.0570035,49,0.01163,260,0.0033423,4796,0.166315,4871,0.0980503,4871,0.0022763,4871,0.0207656,4871,1.71422,4871,0.343376,4871,0.150729,4871,1.17097,4766,3720267,4871
2601.5,1,0,3.8014,1.8017,0.855165,1.65919,2,1.60015,0.106753,0.0411153,0.00384882,0.003591,7.37822,0,18,3,0,240,0,0,0,0,0,3.03744,5071,0.0605295,5071,0.0804426,5071,2.89597,5071,2.29043,5071,0.0023558,5071,0.09772,1044,0.006547,634,2.18282,5071,0.0210543,5071,0.0132313,4966,0.0570035,49,0.01163,260,0.0034637,4996,0.166587,5071,0.10099,5071,0.0023443,5071,0.0207948,5071,1.77815,5071,0.356553,5071,0.1559,5071,1.21443,4966,3915867,5071
2701.5,1,0,2.66098,1.97356,0.967005,1.33761,1,1.8178,0.140185,0.0490216,0.00374094,0.00394073,7.02235,0,23,5,0,240,0,0,0,0,0,3.16775,5271,0.0618557,5271,0.0832891,5271,3.02209,5271,2.39215,5271,0.0024509,5271,0.0989399,1066,0.00678,659,2.28296,5271,0.0220678,5271,0.0138347,5166,0.0570035,49,0.01163,260,0.003584,5196,0.166907,5271,0.105329,5271,0.0024279,5271,0.0208582,5271,1.87135,5271,0.37839,5271,0.163782,5271,1.27511,5166,4111467,5271
2801.5,1,0,1.86269,1.95138,1.06544,1.40049,1,1.51234,0.167358,0.0521335,0.00641098,0.00315744,7.37462,0,21,4,0,240,0,0,0,0,0,3.28489,5471,0.0638471,5471,0.0860277,5471,3.13449,5471,2.48175,5471,0.0025439,5471,0.09985,1089,0.0069268,684,2.37139,5471,0.0230045,5471,0.0144341,5366,0.0570035,49,0.01163,260,0.0037524,5396,0.167279,5471,0.109074,5471,0.0025088,5471,0.0208923,5471,1.95351,5471,0.398011,5471,0.170686,5471,1.32843,5366,4307067,5471
2901.5,1,0,1.30388,1.82188,1.14109,0.671337,1,3.11414,0.266948,0.0921858,0.012583,0.00512961,8.78971,0,18,5,0,240,0,0,0,0,0,3.41123,5671,0.0650435,5671,0.0891757,5671,3.25646,5671,2.57779,5671,0.0026189,5671,0.100647,1112,0.0070368,709,2.46641,5671,0.0238991,5671,0.015006,5566,0.0570035,49,0.01163,260,0.0038689,5596,0.167653,5671,0.11342,5671,0.0025985,5671,0.0209351,5671,2.04181,5671,0.415128,5671,0.178282,5671,1.3892,5566,4502667,5671
3001.5,1,0,0.912716,1.64005,1.19098,0.868302,4,2.86465,0.281088,0.0954551,0.0112961,0.00466016,9.19062,0,18,3,0,240,0,0,0,0,0,3.49711,5871,0.0658166,5871,0.0914006,5871,3.33933,5871,2.64208,5871,0.0026898,5871,0.101244,1135,0.0071721,734,2.52986,5871,0.0244719,5871,0.0153644,5766,0.0570035,49,0.01163,260,0.0039589,5796,0.167977,5871,0.116223,5871,0.0026656,5871,0.0209699,5871,2.10082,5871,0.425431,5871,0.182932,5871,1.43138,5766,4698267,5871
3101.5,1,0,0.638901,1.43982,1.21587,0.654108,7,1.80562,0.095522,0.0395111,0.00365975,0.00253182,11.2145,0,20,4,0,240,0,0,0,0,0,3.57399,6071,0.0665344,6071,0.0934014,6071,3.41348,6071,2.70006,6071,0.0027634,6071,0.101904,1158,0.0072712,759,2.58698,6071,0.0250191,6071,0.0157681,5966,0.0570035,49,0.01163,260,0.0041602,5996,0.16881,6071,0.118642,6071,0.0027286,6071,0.0209952,6071,2.15328,6071,0.43486,6071,0.187195,6071,1.46856,5966,4893984,6071
3201.5,1,0,0.447231,1.2413,1.21841,1.55468,2,2.24301,0.159353,0.0636082,0.00592746,0.00342574,11.3145,0,26,6,0,240,0,0,0,0,0,3.6695,6271,0.0678928,6271,0.0958033,6271,3.50521,6271,2.77194,6271,0.0028216,6271,0.102881,1181,0.0073709,784,2.65769,6271,0.0256096,6271,0.0161497,6166,0.0570035,49,0.0116696,261,0.0042507,6196,0.169287,6271,0.122112,6271,0.002824,6271,0.0210262,6271,2.21859,6271,0.446885,6271,0.192038,6271,1.51441,6166,5089587,6271
3301.5,1,0,0.313062,1.05565,1.20213,0.853241,3,1.65593,0.118389,0.0417047,0.0045963,0.00306821,11.0314,0,18,5,0,240,0,0,0,0,0,3.76784,6471,0.0691288,6471,0.0985131,6471,3.5996,6471,2.84564,6471,0.0028859,6471,0.103963,1203,0.0075209,809,2.73002,6471,0.0262797,6471,0.0166129,6366,0.0570035,49,0.0116913,262,0.0043603,6396,0.16979,6471,0.125597,6471,0.0028982,6471,0.0210569,6471,2.2853,6471,0.459603,6471,0.197231,6471,1.56083,6366,5285187,6471
3401.5,1,0,0.219143,0.888352,1.17076,1.19551,2,1.63084,0.129677,0.0380612,0.00451989,0.0034376,11.0545,0,18,4,0,240,0,0,0,0,0,3.88283,6671,0.0701298,6671,0.101705,6671,3.71037,6671,2.93241,6671,0.0029772,6671,0.104994,1226,0.0076594,834,2.8155,6671,0.0269688,6671,0.017038,6566,0.0570035,49,0.0116913,262,0.0044928,6596,0.170255,6671,0.129797,6671,0.0029862,6671,0.02109,6671,2.36453,6671,0.473176,6671,0.20315,6671,1.61735,6566,5480787,6671
3501.5,1,0,0.1534,0.741361,1.12782,1.37297,2,2.39547,0.161841,0.0446243,0.00398879,0.00291444,11.0762,0,26,6,0,240,0,0,0,0,0,4.02945,6871,0.0717904,6871,0.105565,6871,3.85145,6871,3.04419,6871,0.0030684,6871,0.106408,1248,0.0078045,859,2.92554,6871,0.0278288,6871,0.0176994,6766,0.0570035,49,0.0116913,262,0.004673,6796,0.170839,6871,0.135092,6871,0.0030884,6871,0.0211347,6871,2.46651,6871,0.493816,6871,0.210776,6871,1.68673,6766,5676387,6871
3601.5,1,0,0.10738,0.614565,1.07649,2.04285,4,2.76992,0.235704,0.0816688,0.00661068,0.0084357,12.2171,0,23,5,0,240,0,0,0,0,0,4.20082,7071,0.0737025,7071,0.110213,7071,4.01624,7071,3.17578,7071,0.003169,7071,0.107683,1271,0.0079605,884,3.05556,7071,0.0289452,7071,0.018298,6966,0.0570035,49,0.0116913,262,0.0048396,6996,0.171398,7071,0.141526,7071,0.0032078,7071,0.0211869,7071,2.5871,7071,0.515864,7071,0.220121,7071,1.77133,6966,5871987,7071
3701.5,1,0,0.0751661,0.506685,1.01951,1.95138,5,1.8081,0.150949,0.0483748,0.00441659,0.00342553,11.4155,0,18,4,0,240,0,0,0,0,0,4.37251,7271,0.0752015,7271,0.114469,7271,4.18215,7271,3.31037,7271,0.0032757,7271,0.109289,1293,0.0081757,909,3.18818,7271,0.0300914,7271,0.0190815,7166,0.0570035,49,0.0116913,262,0.0050406,7196,0.171997,7271,0.147048,7271,0.0033299,7271,0.0212314,7271,2.7109,7271,0.54218,7271,0.230048,7271,1.85499,7166,6067587,7271
3801.5,1,0,0.0526163,0.415872,0.959147,0.994087,2,2.06844,0.144878,0.0614281,0.00581639,0.00360128,10.2368,0,18,3,0,240,0,0,0,0,0,4.51369,7471,0.0765955,7471,0.117815,7471,4.31858,7471,3.42049,7471,0.0033687,7471,0.110378,1316,0.0083393,934,3.29691,7471,0.0310714,7471,0.0196993,7366,0.0570035,49,0.0116913,262,0.0051849,7396,0.172469,7471,0.151762,7471,0.0034267,7471,0.0212714,7471,2.81228,7471,0.562634,7471,0.238156,7471,1.92397,7366,6263187,7471
3901.5,1,0,0.0368314,0.340064,0.897238,0.978216,8,2.51628,0.198864,0.0596527,0.0106582,0.00343836,8.80223,0,20,4,0,240,0,0,0,0,0,4.6214,7671,0.0774604,7671,0.12034,7671,4.42288,7671,3.50441,7671,0.0034467,7671,0.111813,1342,0.0084529,959,3.37917,7671,0.0318439,7671,0.0202296,7566,0.0570035,49,0.0116913,262,0.0052979,7596,0.173429,7671,0.155186,7671,0.0035144,7671,0.0213062,7671,2.88837,7671,0.577104,7671,0.244724,7671,1.97678,7566,6458787,7671
4001.5,1,0,0.025782,0.277207,0.835235,0.661232,2,2.43256,0.186997,0.057346,0.00677307,0.00349385,12.4299,0,27,5,0,240,0,0,0,0,0,4.72829,7871,0.0789297,7871,0.123088,7871,4.52553,7871,3.58586,7871,0.0035424,7871,0.112933,1365,0.0086256,984,3.45919,7871,0.0326443,7871,0.0207364,7766,0.0570035,49,0.0116913,262,0.005412,7796,0.173882,7871,0.158694,7871,0.0035966,7871,0.0213381,7871,2.96262,7871,0.592659,7871,0.250748,7871,2.02722,7766,6654387,7871
4101.5,1,0,0.0180474,0.225375,0.774249,0.861309,2,2.54486,0.16007,0.0658844,0.0076662,0.00413367,9.80138,0,18,6,0,240,0,0,0,0,0,4.81357,8071,0.0797767,8071,0.125303,8071,4.60774,8071,3.65029,8071,0.003591,8071,0.113609,1387,0.0087047,1009,3.5228,8071,0.0331841,8071,0.0210863,7966,0.0570035,49,0.0117407,263,0.0054945,7996,0.174344,8071,0.161518,8071,0.0036856,8071,0.0213654,8071,3.0216,8071,0.602317,8071,0.255255,8071,2.07008,7966,6850107,8071
4201.5,1,0,0.0126332,0.182827,0.715107,0.823524,2,1.88683,0.175077,0.0610626,0.00449386,0.00341722,10.617,0,18,3,0,240,0,0,0,0,0,4.89362,8271,0.080663,8271,0.127531,8271,4.68466,8271,3.70975,8271,0.0036443,8271,0.114397,1410,0.0087942,1034,3.5813,8271,0.033781,8271,0.0214512,8166,0.0570035,49,0.0118518,266,0.0055769,8196,0.174787,8271,0.164209,8271,0.0037732,8271,0.021391,8271,3.0755,8271,0.612497,8271,0.259713,8271,2.10776,8166,7045707,8271
4301.5,1,2,0.608843,0.26803,0.670399,1.56368,7,1.95926,0.172324,0.0599818,0.00647271,0.00657132,9.29514,0,31,3,0,240,0,0,0,0,0,4.99452,8471,0.0815486,8471,0.130066,8471,4.78212,8471,3.7855,8471,0.0037066,8471,0.115958,1441,0.0088853,1059,3.65531,8471,0.0344098,8471,0.0218757,8366,0.0570035,49,0.0118518,266,0.0056813,8396,0.175885,8471,0.167574,8471,0.0038469,8471,0.0214211,8471,3.1436,8471,0.625142,8471,0.264912,8471,2.15569,8366,7241307,8471
4401.5,1,0,0.42619,0.299662,0.633326,0.85518,5,2.04163,0.124556,0.0589688,0.00523192,0.0039609,7.77715,0,30,7,0,240,0,0,0,0,0,5.11933,8671,0.0830974,8671,0.132925,8671,4.90251,8671,3.88259,8671,0.0038031,8671,0.118097,1474,0.0090577,1084,3.74996,8671,0.0352469,8671,0.0224135,8566,0.0570035,49,0.0118611,267,0.0058129,8593,0.178189,8671,0.171332,8671,0.0040051,8671,0.0216722,8671,3.22998,8671,0.645934,8671,0.271754,8671,2.21241,8566,7432522,8671
4501.5,1,0,0.298333,0.299396,0.599933,1.68125,2,1.47535,0.0844068,0.0410992,0.00340409,0.00243506,8.69836,0,18,3,0,240,0,0,0,0,0,5.26001,8871,0.0843832,8871,0.136367,8871,5.03844,8871,3.99321,8871,0.0039243,8871,0.122139,1523,0.0093227,1109,3.85612,8871,0.0362314,8871,0.023061,8766,0.0585234,50,0.0119409,278,0.0059661,8790,0.184079,8871,0.176017,8871,0.004098,8871,0.0221164,8871,3.3213,8871,0.666231,8871,0.278649,8871,2.27384,8766,7626267,8871
4601.5,1,0,0.208833,0.281284,0.568068,1.91441,2,1.83218,0.168662,0.0531648,0.00544221,0.00319337,8.82895,0,18,4,0,240,0,0,0,0,0,5.41246,9071,0.0859557,9071,0.139362,9071,5.18631,9071,4.11759,9071,0.0040168,9071,0.130159,1607,0.0096754,1134,3.97201,9071,0.0371037,9071,0.0236675,8966,0.0634924,56,0.0123296,297,0.00609,8984,0.198716,9071,0.180364,9071,0.0041843,9071,0.0238567,9071,3.40917,9071,0.685191,9071,0.285391,9071,2.33403,8966,7815720,9071
4701.5,1,0,0.146183,0.254264,0.536687,0.769248,1,2.21341,0.155281,0.0478252,0.00447031,0.00322708,10.5874,0,34,4,0,240,0,0,0,0,0,5.5004,9271,0.0867277,9271,0.141492,9271,5.27133,9271,4.18453,9271,0.0040834,9271,0.132104,1647,0.0098122,1159,4.03676,9271,0.0376823,9271,0.0240512,9166,0.0634924,56,0.0123933,301,0.0061958,9169,0.202055,9271,0.182662,9271,0.0042607,9271,0.0239826,9271,3.46675,9271,0.696948,9271,0.289732,9271,2.37411,9166,8010481,9271
4801.5,1,0,0.102328,0.223877,0.505406,0.686991,4,1.83907,0.111847,0.0433288,0.00479228,0.0024903,10.5936,0,18,3,0,240,0,0,0,0,0,5.56934,9471,0.087472,9471,0.143304,9471,5.33771,9471,4.23486,9471,0.004147,9471,0.132823,1671,0.0099044,1184,4.08619,9471,0.0381332,9471,0.0243836,9366,0.0634924,56,0.0123933,301,0.0062704,9366,0.202709,9471,0.184785,9471,0.0043169,9471,0.0240092,9471,3.5123,9471,0.70477,9471,0.293248,9471,2.40689,9366,8204681,9471
4901.5,1,0,0.0716298,0.193427,0.474208,0.57557,1,2.17535,0.107311,0.0429124,0.0045015,0.00276781,10.101,0,19,5,0,240,0,0,0,0,0,5.64144,9671,0.08809,9671,0.145332,9671,5.40711,9671,4.28721,9671,0.004211,9671,0.133596,1699,0.0099729,1209,4.13761,9671,0.0385656,9671,0.0247111,9566,0.0634924,56,0.0125228,304,0.0063423,9566,0.203783,9671,0.187329,9671,0.0043737,9671,0.0241116,9671,3.55883,9671,0.712553,9671,0.296912,9671,2.4405,9566,8399715,9671
5001.5,1,1,0.350141,0.22477,0.449265,0.616632,2,1.88909,0.151729,0.0424133,0.00404429,0.00280059,10.5069,0,19,4,0,240,0,0,0,0,0,5.71002,9871,0.0889126,9871,0.146962,9871,5.47322,9871,4.33821,9871,0.0042721,9871,0.134507,1726,0.010039,1234,4.18755,9871,0.0390183,9871,0.0249846,9766,0.0634924,56,0.0125635,305,0.0064142,9766,0.204408,9871,0.189384,9871,0.0044291,9871,0.0241351,9871,3.60504,9871,0.720323,9871,0.300479,9871,2.47394,9766,8598115,9871
5101.5,1,1,0.545099,0.288836,0.433222,1.10148,1,1.78338,0.123518,0.0484604,0.00352706,0.00267018,10.3461,0,32,3,0,240,0,0,0,0,0,5.79151,10071,0.0898246,10071,0.149163,10071,5.55158,10071,4.39757,10071,0.0043325,10071,0.136182,1760,0.0101431,1259,4.24504,10071,0.0395794,10071,0.0252786,9966,0.0634924,56,0.0126161,308,0.0064952,9966,0.206056,10071,0.191918,10071,0.004512,10071,0.0242167,10071,3.65701,10071,0.72953,10071,0.304723,10071,2.51088,9966,8788815,10071
