time,players,tidi,tidi_fastavg,tidi_avg,tidi_slowavg,maptick,num_timers,air_turf_cost,air_eg_cost,air_highpressure_cost,air_hotspots_cost,air_superconductivity_cost,air_pipenets_cost,air_rebuilds_cost,air_turf_count,air_eg_count,air_hotspot_count,air_network_count,air_delta_count,air_superconductive_count,all_queries,queries_active,queries_standby,send_maps,send_maps_count,initial_house,initial_house_count,cleanup,cleanup_count,client_loop,client_loop_count,per_client,per_client_count,deleted_images,deleted_images_count,hud_update,hud_update_count,statpanel_update,statpanel_update_count,map_data,map_data_count,check_eye_pos,check_eye_pos_count,update_chunks,update_chunks_count,turfmap_updates,turfmap_updates_count,changed_turfs,changed_turfs_count,turf_chunk_info,turf_chunk_info_count,obj_changes,obj_changes_count,mob_changes,mob_changes_count,send_turf_vis_conts,send_turf_vis_conts_count,pending_animations,pending_animations_count,look_for_movable_changes,look_for_movable_changes_count,check_turf_vis_conts,check_turf_vis_conts_count,check_hud/image_vis_contents,check_hud/image_vis_contents_count,turfs_in_range,turfs_in_range_count,movables_examined,movables_examined_count
5060,1,0,0.000247292,0.00725582,0.130636,0.561762,13,0.848345,0.0782631,0.0251301,0.00222008,0.00159856,7.07833,0,23,4,0,235,0,0,0,0,0,3.0268,9982,0.0488935,9982,0.0920663,9982,2.88542,9982,2.20668,9982,0.0025186,9982,0.0575589,1657,0.0044166,1248,2.14112,9982,0.0210548,9982,0.0129252,9982,0.0256497,30,0.0063788,179,0.0029911,8884,0.126252,9982,0.0929966,9982,0.0029654,9982,0.0061704,9982,1.83581,9982,0.344422,9982,0.223733,9982,1.22224,9982,8544775,9982
5160,1,0,0.000173105,0.00583927,0.118157,0.980304,19,0.856005,0.0722534,0.0243083,0.00211552,0.00169217,6.60283,0,20,4,0,235,0,0,0,0,0,3.09782,10182,0.0495811,10182,0.094133,10182,2.95368,10182,2.26085,10182,0.0025573,10182,0.0585709,1688,0.0044984,1273,2.19413,10182,0.0214069,10182,0.013169,10182,0.0256497,30,0.0065987,183,0.003057,9064,0.130023,10182,0.0947908,10182,0.0031193,10182,0.0066115,10182,1.88163,10182,0.352089,10182,0.23094,10182,1.25216,10182,8750334,10182
5260,1,0,0.000121173,0.00469565,0.106811,1.17613,100,1.07536,0.0833647,0.0284968,0.00263908,0.0018557,6.20014,0,23,4,0,235,0,0,0,0,0,3.20093,10382,0.0509935,10382,0.0965624,10382,3.05293,10382,2.34338,10382,0.0026166,10382,0.0596904,1714,0.0046193,1298,2.27534,10382,0.0219379,10382,0.0137406,10382,0.0256497,30,0.0079664,208,0.0031479,9243,0.135716,10382,0.0967061,10382,0.003298,10382,0.00985,10382,1.94901,10382,0.364949,10382,0.241743,10382,1.29472,10382,8974682,10382
5360,1,0,8.48212e-005,0.00377349,0.0965069,1.12349,8,1.07364,0.0919294,0.028009,0.00239367,0.00167769,6.38486,0,21,5,0,235,0,0,0,0,0,3.29413,10582,0.0518516,10582,0.0992829,10582,3.14255,10582,2.41377,10582,0.0026685,10582,0.0605736,1741,0.0047235,1323,2.34466,10582,0.0224794,10582,0.0141383,10582,0.0256497,30,0.0079802,209,0.0032265,9417,0.14084,10582,0.0989293,10582,0.0034254,10582,0.0099601,10582,2.00947,10582,0.376862,10582,0.249054,10582,1.33483,10582,9181749,10582
5460,1,0,5.93749e-005,0.00303067,0.0871592,0.935766,12,0.882509,0.0974416,0.0263985,0.00215897,0.00276193,6.34531,0,25,5,0,235,0,0,0,0,0,3.38433,10782,0.0527303,10782,0.102296,10782,3.22884,10782,2.48014,10782,0.0027277,10782,0.0611573,1764,0.0048037,1348,2.41028,10782,0.0229658,10782,0.0144613,10782,0.0256497,30,0.0081752,211,0.0033007,9599,0.142046,10782,0.101839,10782,0.003497,10782,0.0099891,10782,2.06962,10782,0.38804,10782,0.255621,10782,1.37531,10782,9381749,10782
5560,1,0,4.15624e-005,0.00243284,0.0786866,1.29358,6,0.811967,0.0659546,0.0235379,0.00208019,0.00163099,6.1425,0,20,3,0,235,0,0,0,0,0,3.4831,10982,0.05357,10982,0.105229,10982,3.32383,10982,2.55433,10982,0.002789,10982,0.0620703,1789,0.0048939,1373,2.48337,10982,0.0235233,10982,0.014834,10982,0.0256497,30,0.0084713,213,0.0033873,9774,0.144823,10982,0.10495,10982,0.0035733,10982,0.0101015,10982,2.13511,10982,0.400794,10982,0.26266,10982,1.41912,10982,9581558,10982
5660,1,0,2.90937e-005,0.00195209,0.0710131,1.35124,6,0.927072,0.0686449,0.0240553,0.00217652,0.00165093,6.04916,0,25,5,0,235,0,0,0,0,0,3.59589,11182,0.0544335,11182,0.108523,11182,3.43246,11182,2.63862,11182,0.0028579,11182,0.0625779,1812,0.0050091,1398,2.56693,11182,0.0241947,11182,0.0152574,11182,0.0256497,30,0.0084943,214,0.0034896,9946,0.146529,11182,0.108913,11182,0.0036554,11182,0.0101345,11182,2.21138,11182,0.416535,11182,0.270934,11182,1.469,11182,9778558,11182
5760,1,0,2.03656e-005,0.00156575,0.0640684,1.09453,8,1.09719,0.102653,0.023986,0.00204945,0.00158698,6.12991,0,21,5,0,235,0,0,0,0,0,3.70448,11382,0.0554616,11382,0.111702,11382,3.53683,11382,2.72098,11382,0.0029353,11382,0.0633881,1834,0.0051543,1423,2.64822,11382,0.024877,11382,0.0157113,11382,0.0256497,30,0.0084943,214,0.00362,10126,0.147612,11382,0.112473,11382,0.0037266,11382,0.01016,11382,2.28639,11382,0.432462,11382,0.279392,11382,1.51744,11382,9975558,11382
5860,1,0,1.42559e-005,0.00125545,0.0577871,1.27393,6,1.1291,0.133039,0.035622,0.00316596,0.00180827,5.51356,0,28,5,0,235,0,0,0,0,0,3.82035,11582,0.0563645,11582,0.115196,11582,3.64829,11582,2.80922,11582,0.0030056,11582,0.0651057,1869,0.0052973,1448,2.7345,11582,0.0255716,11582,0.0161215,11582,0.0309518,31,0.0085447,217,0.0037112,10302,0.152012,11582,0.11607,11582,0.0038044,11582,0.010249,11582,2.35767,11582,0.446756,11582,0.287728,11582,1.56406,11582,10166381,11582
5960,1,0,9.97913e-006,0.00100636,0.052109,1.61092,6,0.909517,0.0798983,0.0258136,0.00231596,0.00167561,6.03193,0,20,3,0,235,0,0,0,0,0,3.95486,11782,0.0574583,11782,0.118293,11782,3.77861,11782,2.91841,11782,0.0030784,11782,0.0720794,1965,0.0055638,1473,2.83634,11782,0.0263142,11782,0.0165542,11782,0.0340376,35,0.0087457,239,0.0037952,10471,0.164017,11782,0.119204,11782,0.0038765,11782,0.0111976,11782,2.43853,11782,0.46531,11782,0.296547,11782,1.61577,11782,10366567,11782
6060,1,0,6.98539e-006,0.000806482,0.0469788,1.32623,4,0.92947,0.0690898,0.0254353,0.00234359,0.00166651,5.8057,0,22,4,0,235,0,0,0,0,0,4.08845,11982,0.0586887,11982,0.121742,11982,3.9075,11982,3.0244,11982,0.003167,11982,0.0753682,2017,0.005684,1498,2.9388,11982,0.0271317,11982,0.0170718,11982,0.0340376,35,0.0088406,243,0.0039152,10647,0.169942,11982,0.122505,11982,0.0039587,11982,0.0114927,11982,2.52954,11982,0.488527,11982,0.307339,11982,1.67027,11982,10562067,11982
6160,1,0,4.88978e-006,0.000646164,0.0423455,1.51974,10,0.925485,0.113173,0.0445606,0.00307909,0.00230119,5.63205,0,20,3,0,235,0,0,0,0,0,4.21296,12182,0.0599177,12182,0.125319,12182,4.0272,12182,3.11966,12182,0.0032842,12182,0.0777592,2059,0.005797,1523,3.0314,12182,0.0279529,12182,0.0175467,12182,0.0340376,35,0.0090399,247,0.0040356,10830,0.173081,12182,0.126149,12182,0.0040428,12182,0.0116148,12182,2.61327,12182,0.510145,12182,0.317217,12182,1.71996,12182,10745872,12182
6260,1,0,3.42284e-006,0.000517615,0.0381627,1.48209,7,1.10977,0.153987,0.0497156,0.00451392,0.0033145,5.80425,0,24,5,0,235,0,0,0,0,0,4.34067,12382,0.0612994,12382,0.128716,12382,4.15012,12382,3.21977,12382,0.0033941,12382,0.0825783,2125,0.006041,1548,3.12631,12382,0.0288071,12382,0.0180549,12382,0.0340376,35,0.0094085,260,0.0041491,11014,0.179014,12382,0.129536,12382,0.0041279,12382,0.0121993,12382,2.69607,12382,0.532373,12382,0.328139,12382,1.76749,12382,10934670,12382
6360,1,0,2.39599e-006,0.000414572,0.0343879,1.14855,4,0.909585,0.0853208,0.028196,0.00245999,0.0016754,5.64928,0,20,4,0,235,0,0,0,0,0,4.47055,12582,0.0623568,12582,0.132087,12582,4.27557,12582,3.32495,12582,0.0034731,12582,0.0880043,2203,0.0063424,1573,3.22565,12582,0.029486,12582,0.0185077,12582,0.0363877,38,0.0095103,278,0.0042427,11186,0.188798,12582,0.13236,12582,0.0041944,12582,0.0130588,12582,2.77798,12582,0.55201,12582,0.33695,12582,1.81906,12582,11148973,12582
6460,1,0,1.67719e-006,0.000331993,0.0309823,1.32309,7,0.999915,0.0855347,0.0392374,0.00297288,0.00235989,5.38594,0,24,5,0,235,0,0,0,0,0,4.58957,12782,0.0635995,12782,0.134868,12782,4.39055,12782,3.42018,12782,0.0035551,12782,0.0909358,2253,0.0066093,1598,3.31756,12782,0.0302475,12782,0.0189655,12782,0.0363877,38,0.0099628,291,0.0043422,11359,0.193879,12782,0.135292,12782,0.0042656,12782,0.0134815,12782,2.85937,12782,0.572972,12782,0.34659,12782,1.86761,12782,11367999,12782
6560,1,1,0.300001,0.0602658,0.0339107,0.587862,5,0.892247,0.0746746,0.0241892,0.0021997,0.00153606,6.56144,0,20,4,0,235,0,0,0,0,0,4.66545,12982,0.0644098,12982,0.137027,12982,4.46345,12982,3.47761,12982,0.0036006,12982,0.0915133,2275,0.0066704,1623,3.37428,12982,0.0306839,12982,0.0192166,12982,0.0363877,38,0.0099628,291,0.0044074,11540,0.195267,12982,0.137336,12982,0.0043177,12982,0.0135009,12982,2.9117,12982,0.583671,12982,0.352743,12982,1.9014,12982,11588199,12982
6660,1,0,0.210001,0.0902128,0.0395409,0.54952,6,0.834627,0.0807268,0.0286467,0.00221513,0.00185487,6.32248,0,20,3,0,235,0,0,0,0,0,4.73495,13182,0.0651718,13182,0.138914,13182,4.53029,13182,3.53064,13182,0.0036422,13182,0.0922929,2304,0.0067281,1648,3.42641,13182,0.0310474,13182,0.0194383,13182,0.0363877,38,0.0102833,295,0.0044582,11717,0.197275,13182,0.13921,13182,0.0043657,13182,0.013532,13182,2.95879,13182,0.59297,13182,0.358129,13182,1.93222,13182,11806410,13182
6760,1,0,0.147001,0.10157,0.0457438,0.693182,11,0.809931,0.0650576,0.0239504,0.00213526,0.00160441,5.88407,0,20,3,0,235,0,0,0,0,0,4.79218,13382,0.0655986,13382,0.140265,13382,4.58574,13382,3.57477,13382,0.0036787,13382,0.0927086,2326,0.0067876,1673,3.47002,13382,0.0313718,13382,0.0196772,13382,0.0363877,38,0.0104751,297,0.0045019,11898,0.198709,13382,0.140655,13382,0.0044106,13382,0.013549,13382,2.99854,13382,0.600774,13382,0.36281,13382,1.95826,13382,12023210,13382
6860,1,0,0.1029,0.101836,0.0513531,1.0307,8,1.21589,0.11557,0.0371914,0.00298166,0.00233142,5.45026,0,25,5,0,235,0,0,0,0,0,4.86292,13582,0.0660905,13582,0.142059,13582,4.65419,13582,3.63029,13582,0.0037247,13582,0.093893,2357,0.0068863,1698,3.52418,13582,0.0317919,13582,0.0199324,13582,0.0363877,38,0.0105199,303,0.0045563,12071,0.202121,13582,0.142351,13582,0.0044574,13582,0.0136598,13582,3.04647,13582,0.611529,13582,0.368646,13582,1.98832,13582,12239846,13582
6960,1,0,0.0720303,0.0958752,0.0558053,1.13226,7,0.936831,0.0745795,0.0284767,0.00230868,0.00185418,5.00869,0,20,4,0,235,0,0,0,0,0,4.98513,13782,0.0669534,13782,0.145086,13782,4.7725,13782,3.72979,13782,0.0038055,13782,0.0980826,2430,0.0071156,1723,3.61915,13782,0.0324938,13782,0.0203376,13782,0.03754,40,0.0106496,323,0.0046676,12245,0.21126,13782,0.145332,13782,0.0045246,13782,0.0145991,13782,3.12563,13782,0.633005,13782,0.378273,13782,2.03484,13782,12450705,13782
7060,1,0,0.0504212,0.0867844,0.0589032,0.527508,7,0.98528,0.0953704,0.0391888,0.00309592,0.00227011,5.44017,0,23,4,0,235,0,0,0,0,0,5.08647,13982,0.0678282,13982,0.147726,13982,4.87032,13982,3.81104,13982,0.0038725,13982,0.102476,2494,0.0073489,1748,3.69568,13982,0.0331032,13982,0.0207313,13982,0.0417475,46,0.0109288,341,0.0047512,12421,0.218732,13982,0.147978,13982,0.0045819,13982,0.0154479,13982,3.18538,13982,0.649188,13982,0.38632,13982,2.06901,13982,12617002,13982
7160,1,1,0.335295,0.136486,0.0666615,0.528113,8,0.899849,0.0768834,0.025398,0.00214631,0.00156309,4.40182,0,22,5,0,235,0,0,0,0,0,5.13752,14182,0.0685485,14182,0.148931,14182,4.91943,14182,3.84991,14182,0.0039249,14182,0.104294,2559,0.007413,1773,3.7326,14182,0.0334073,14182,0.0209323,14182,0.0422978,47,0.0111925,347,0.004794,12593,0.222407,14182,0.149266,14182,0.004622,14182,0.0155252,14182,3.21571,14182,0.65542,14182,0.390041,14182,2.08867,14182,12788702,14182
7260,1,0,0.234706,0.15613,0.0756084,0.671048,6,1.10699,0.0845188,0.0256851,0.00225768,0.00163277,4.48894,0,26,4,0,235,0,0,0,0,0,5.18788,14382,0.0690212,14382,0.150108,14382,4.96812,14382,3.88882,14382,0.0039614,14382,0.106088,2619,0.0074848,1798,3.7696,14382,0.0337122,14382,0.0211274,14382,0.0432812,49,0.0112521,354,0.0048366,12765,0.226698,14382,0.150406,14382,0.004662,14382,0.0157239,14382,3.24531,14382,0.661316,14382,0.393773,14382,2.10786,14382,12963966,14382
7360,1,0,0.164294,0.157763,0.0838239,0.79621,8,1.15285,0.109046,0.0254671,0.00225067,0.00156806,4.40173,0,21,3,0,235,0,0,0,0,0,5.2561,14582,0.0696448,14582,0.151466,14582,5.03435,14582,3.94574,14582,0.0040015,14582,0.109934,2714,0.0076294,1823,3.82247,14582,0.0339998,14582,0.0213119,14582,0.0476724,57,0.0119826,381,0.0048769,12936,0.238061,14582,0.151868,14582,0.0047006,14582,0.0166004,14582,3.27869,14582,0.668358,14582,0.397422,14582,2.12991,14582,13154253,14582
7460,1,0,0.115006,0.149212,0.0903627,0.515806,7,0.853987,0.0771399,0.0253897,0.00217034,0.00158052,4.33573,0,22,4,0,235,0,0,0,0,0,5.31465,14782,0.0701661,14782,0.152737,14782,5.0911,14782,3.99256,14782,0.0040346,14782,0.111718,2773,0.0077063,1848,3.86737,14782,0.0343075,14782,0.0215133,14782,0.0493594,60,0.0127172,395,0.0049227,13114,0.244154,14782,0.153069,14782,0.0047379,14782,0.0169583,14782,3.31283,14782,0.675596,14782,0.401023,14782,2.15246,14782,13351035,14782
7560,1,0,0.0805043,0.13547,0.0948735,0.547566,9,0.919261,0.0973842,0.0249939,0.00212928,0.00159102,4.33993,0,24,5,0,235,0,0,0,0,0,5.36759,14982,0.0706617,14982,0.154104,14982,5.14217,14982,4.03318,14982,0.0040773,14982,0.11293,2821,0.0077627,1873,3.90666,14982,0.034605,14982,0.0217139,14982,0.0493594,60,0.0132143,400,0.0049656,13287,0.247299,14982,0.154325,14982,0.0047768,14982,0.0170391,14982,3.34646,14982,0.682525,14982,0.404599,14982,2.17476,14982,13549171,14982
7660,1,0,0.056353,0.119647,0.0973508,0.52205,7,0.898916,0.0662124,0.0262274,0.00216064,0.0016024,4.38021,0,20,3,0,235,0,0,0,0,0,5.421,15182,0.0711163,15182,0.155387,15182,5.19383,15182,4.0745,15182,0.0041341,15182,0.114432,2879,0.0078135,1898,3.94635,15182,0.0349029,15182,0.0219166,15182,0.0493594,60,0.0133643,401,0.005005,13440,0.251393,15182,0.155447,15182,0.0048139,15182,0.0170604,15182,3.38008,15182,0.689653,15182,0.408021,15182,2.19703,15182,13751509,15182
7760,1,0,0.0394471,0.103607,0.0979764,0.530272,6,0.916621,0.0717659,0.0241226,0.00208481,0.00155718,4.70739,0,20,4,0,235,0,0,0,0,0,5.47467,15382,0.0718286,15382,0.156646,15382,5.24552,15382,4.11623,15382,0.0041765,15382,0.114985,2907,0.0078659,1923,3.98742,15382,0.0351977,15382,0.0221101,15382,0.0493594,60,0.0134386,403,0.0050306,13530,0.257032,15382,0.15655,15382,0.0048536,15382,0.0170737,15382,3.41362,15382,0.696757,15382,0.411671,15382,2.2188,15382,13954510,15382
7860,1,0,0.027613,0.0884081,0.0970196,0.475299,5,0.959174,0.118023,0.0255225,0.00226396,0.00161172,4.44294,0,32,7,0,235,0,0,0,0,0,5.52549,15582,0.0723077,15582,0.157966,15582,5.29453,15582,4.155,15582,0.004215,15582,0.115495,2934,0.0079194,1948,4.02557,15582,0.035502,15582,0.022329,15582,0.0493594,60,0.0134386,403,0.0050762,13708,0.258582,15582,0.15786,15582,0.0048916,15582,0.0170893,15582,3.44818,15582,0.70404,15582,0.415417,15582,2.24125,15582,14158107,15582
7960,1,0,0.0193291,0.0745923,0.0947768,0.618829,9,0.82143,0.067166,0.0248006,0.0021803,0.00150129,4.95005,0,21,3,0,235,0,0,0,0,0,5.57709,15782,0.0729275,15782,0.159247,15782,5.34423,15782,4.19441,15782,0.0042505,15782,0.11599,2957,0.0079706,1973,4.06438,15782,0.0358133,15782,0.0225448,15782,0.0493594,60,0.0134386,403,0.0051256,13885,0.259956,15782,0.159226,15782,0.004931,15782,0.0171038,15782,3.48351,15782,0.711456,15782,0.419668,15782,2.26385,15782,14362304,15782
8060,1,0,0.0135304,0.0623799,0.0915371,0.52178,13,0.957635,0.0681667,0.0280244,0.00219709,0.00153898,4.91303,0,26,6,0,235,0,0,0,0,0,5.62894,15982,0.0734308,15982,0.160581,15982,5.39424,15982,4.23382,15982,0.004284,15982,0.116486,2982,0.0080251,1998,4.10319,15982,0.0361127,15982,0.0227448,15982,0.0493594,60,0.0134386,403,0.0051722,14059,0.261792,15982,0.160558,15982,0.0049701,15982,0.0171193,15982,3.51845,15982,0.718478,15982,0.423689,15982,2.28666,15982,14566873,15982
8160,1,0,0.00947125,0.0517982,0.0875632,0.537265,8,0.918533,0.0746024,0.0243674,0.00220361,0.00152944,5.18235,0,22,4,0,235,0,0,0,0,0,5.68495,16182,0.073986,16182,0.161854,16182,5.44841,16182,4.27741,16182,0.0043278,16182,0.118175,3044,0.0081355,2023,4.14492,16182,0.0364185,16182,0.022952,16182,0.0493594,60,0.0134675,412,0.0052174,14224,0.266707,16182,0.161788,16182,0.0050093,16182,0.0173048,16182,3.55313,16182,0.725936,16182,0.427627,16182,2.30908,16182,14773751,16182
8260,1,0,0.00662987,0.0427645,0.0830834,0.727168,8,0.838672,0.0783289,0.0239906,0.00210118,0.00163459,4.80536,0,22,4,0,235,0,0,0,0,0,5.74356,16382,0.0747585,16382,0.163204,16382,5.50488,16382,4.32277,16382,0.0043732,16382,0.119958,3105,0.0082544,2048,4.18831,16382,0.0367267,16382,0.023146,16382,0.0493594,60,0.013489,419,0.0052601,14391,0.271123,16382,0.163015,16382,0.00505,16382,0.0175076,16382,3.58997,16382,0.73374,16382,0.431633,16382,2.33312,16382,14980769,16382
8360,1,0,0.00464091,0.0351398,0.078289,0.657421,7,0.831865,0.0706241,0.0242119,0.00207329,0.00154212,5.53863,0,21,3,0,235,0,0,0,0,0,5.80592,16582,0.0752584,16582,0.16447,16582,5.56547,16582,4.37387,16582,0.0044059,16582,0.12211,3168,0.0083937,2073,4.23707,16582,0.037007,16582,0.0233408,16582,0.0522024,65,0.0139197,438,0.0053043,14567,0.279342,16582,0.164213,16582,0.0050889,16582,0.0180631,16582,3.62483,16582,0.740928,16582,0.435413,16582,2.35622,16582,15187692,16582
8460,1,0,0.00324864,0.0287616,0.0733363,0.914255,8,1.1666,0.0840442,0.02499,0.00225447,0.00161888,5.72839,0,29,5,0,235,0,0,0,0,0,5.87265,16782,0.0759757,16782,0.165861,16782,5.63009,16782,4.42903,16782,0.0044455,16782,0.12545,3258,0.0084957,2098,4.28873,16782,0.0373035,16782,0.0235474,16782,0.0550028,70,0.0140838,455,0.0053448,14724,0.29051,16782,0.165445,16782,0.0051283,16782,0.0185653,16782,3.65994,16782,0.748062,16782,0.439306,16782,2.37959,16782,15386273,16782
