time,players,tidi,tidi_fastavg,tidi_avg,tidi_slowavg,maptick,num_timers,air_turf_cost,air_eg_cost,air_highpressure_cost,air_hotspots_cost,air_superconductivity_cost,air_pipenets_cost,air_rebuilds_cost,air_turf_count,air_eg_count,air_hotspot_count,air_network_count,air_delta_count,air_superconductive_count,all_queries,queries_active,queries_standby,send_maps,send_maps_count,initial_house,initial_house_count,cleanup,cleanup_count,client_loop,client_loop_count,per_client,per_client_count,deleted_images,deleted_images_count,hud_update,hud_update_count,statpanel_update,statpanel_update_count,map_data,map_data_count,check_eye_pos,check_eye_pos_count,update_chunks,update_chunks_count,turfmap_updates,turfmap_updates_count,changed_turfs,changed_turfs_count,turf_chunk_info,turf_chunk_info_count,obj_changes,obj_changes_count,mob_changes,mob_changes_count,send_turf_vis_conts,send_turf_vis_conts_count,pending_animations,pending_animations_count,look_for_movable_changes,look_for_movable_changes_count,check_turf_vis_conts,check_turf_vis_conts_count,check_hud/image_vis_contents,check_hud/image_vis_contents_count,turfs_in_range,turfs_in_range_count,movables_examined,movables_examined_count
1360,1,0,1.26433,1.99558,0.99695,1.6687,6,0.936753,0.105013,0.0243083,0.00208519,0.00158546,4.44779,0,29,5,0,235,0,0,0,0,0,0.719528,2582,0.026764,2582,0.0268854,2582,0.665766,2582,0.473448,2582,0.0007227,2582,0.0147404,320,0.0016443,323,0.456078,2582,0.0067058,2582,0.0038173,2582,0.0148352,16,0.003926,71,0.001002,2557,0.0272084,2582,0.0302198,2582,0.0006967,2582,0.0032852,2582,0.362377,2582,0.0734785,2582,0.03991,2582,0.239031,2582,1331180,2582
1460,1,7,2.98503,2.19347,1.1166,0.787613,5,0.859465,0.088669,0.0237781,0.00203841,0.00154543,4.55341,0,24,5,0,235,0,0,0,0,0,0.839393,2782,0.0280343,2782,0.0304642,2782,0.780772,2782,0.56701,2782,0.0008125,2782,0.019769,383,0.001829,348,0.544302,2782,0.007478,2782,0.0042516,2782,0.0182314,20,0.0039846,81,0.0011161,2752,0.034233,2782,0.0336637,2782,0.0007772,2782,0.0038024,2782,0.434477,2782,0.0909227,2782,0.0459736,2782,0.285933,2782,1515089,2782
1560,1,0,2.08952,2.17268,1.22221,0.493013,7,0.823605,0.0705054,0.0248714,0.00209734,0.0015456,3.40828,0,21,3,0,235,0,0,0,0,0,0.896612,2982,0.0285227,2982,0.0317021,2982,0.836259,2982,0.613389,2982,0.000854,2982,0.022878,471,0.0019237,373,0.587417,2982,0.0077531,2982,0.0044442,2982,0.020679,25,0.0045337,99,0.0011455,2866,0.0428371,2982,0.0347969,2982,0.0008135,2982,0.0043708,2982,0.463617,2982,0.0957458,2982,0.0488566,2982,0.306879,2982,1712884,2982
1660,1,0,1.46266,2.03068,1.30306,0.647161,4,0.951692,0.069132,0.0249834,0.00217001,0.00164213,3.40478,0,28,4,0,235,0,0,0,0,0,0.949075,3182,0.029033,3182,0.0330806,3182,0.886826,3182,0.653732,3182,0.0008994,3182,0.0239141,505,0.0020013,398,0.626581,3182,0.0080412,3182,0.0046422,3182,0.0212329,26,0.0046847,111,0.0011816,3006,0.0477794,3182,0.0361932,3182,0.0008578,3182,0.0047276,3182,0.494678,3182,0.100812,3182,0.0523652,3182,0.328599,3182,1910826,3182
1760,1,0,1.02386,1.82932,1.35568,0.505803,7,0.964399,0.0805742,0.0252007,0.00216656,0.00160042,3.4039,0,20,5,0,235,0,0,0,0,0,1.00421,3382,0.0296319,3382,0.0343068,3382,0.940125,3382,0.697153,3382,0.0009367,3382,0.0258435,565,0.0020993,423,0.667919,3382,0.0083254,3382,0.0048376,3382,0.0231149,28,0.005256,119,0.0012238,3169,0.0530235,3382,0.0374903,3382,0.0009005,3382,0.0050735,3382,0.525976,3382,0.106162,3382,0.0556866,3382,0.350555,3382,2112311,3382
1860,1,0,0.716705,1.60679,1.38079,0.569095,7,0.817657,0.0778192,0.0242124,0.0021137,0.00157899,3.28452,0,22,4,0,235,0,0,0,0,0,1.05348,3582,0.0299472,3582,0.0355527,3582,0.987832,3582,0.73441,3582,0.0009815,3582,0.0276646,625,0.002172,448,0.703219,3582,0.0086152,3582,0.0050273,3582,0.0231149,28,0.0053358,124,0.001267,3347,0.0567216,3582,0.0386541,3582,0.0009372,3582,0.0051854,3582,0.555544,3582,0.110915,3582,0.058932,3582,0.37146,3582,2310290,3582
1960,1,0,0.501694,1.38577,1.38129,0.52959,6,0.831455,0.0653105,0.0246621,0.00225231,0.00157954,3.46531,0,20,3,0,235,0,0,0,0,0,1.0996,3782,0.0303655,3782,0.0367063,3782,1.03237,3782,0.768909,3782,0.0010215,3782,0.0290339,671,0.0022296,473,0.736235,3782,0.0089091,3782,0.0052186,3782,0.0231149,28,0.0053734,128,0.0013087,3517,0.0592125,3782,0.039794,3782,0.0009769,3782,0.005218,3782,0.584163,3782,0.115605,3782,0.0626603,3782,0.390989,3782,2502283,3782
2060,1,0,0.351186,1.17886,1.36105,0.485217,8,0.891476,0.0703593,0.0245956,0.00213554,0.00159837,3.58957,0,22,4,0,235,0,0,0,0,0,1.14858,3982,0.0307036,3982,0.0379471,3982,1.07976,3982,0.805643,3982,0.0010665,3982,0.0308538,738,0.0022796,498,0.771036,3982,0.0092063,3982,0.0054201,3982,0.0231149,28,0.0053734,128,0.0013535,3690,0.062296,3982,0.0410074,3982,0.0010173,3982,0.0052626,3982,0.613901,3982,0.120632,3982,0.0662224,3982,0.411521,3982,2693827,3982
2160,1,0,0.24583,0.992251,1.32417,0.479544,8,0.828451,0.0695446,0.0257967,0.00225461,0.00158691,3.71071,0,21,3,0,235,0,0,0,0,0,1.19707,4182,0.0310724,4182,0.039169,4182,1.12665,4182,0.8423,4182,0.0011155,4182,0.0326623,815,0.0023247,523,0.805773,4182,0.0095141,4182,0.0056281,4182,0.0231149,28,0.0054099,132,0.0013965,3856,0.0659706,4182,0.0421468,4182,0.0010566,4182,0.0053399,4182,0.642971,4182,0.125672,4182,0.0698453,4182,0.431376,4182,2884060,4182
2260,1,0,0.172081,0.828217,1.27457,0.49692,7,0.798745,0.0654337,0.0247248,0.0021211,0.00157778,3.68411,0,21,3,0,235,0,0,0,0,0,1.2473,4382,0.0314796,4382,0.0405382,4382,1.17509,4382,0.87955,4382,0.0011726,4382,0.034289,888,0.0023747,548,0.84127,4382,0.0098035,4382,0.0058243,4382,0.0231149,28,0.0054987,138,0.0014418,4025,0.0695308,4382,0.0432937,4382,0.0010968,4382,0.0054112,4382,0.672895,4382,0.130591,4382,0.0733062,4382,0.452313,4382,3073455,4382
2360,1,0,0.120457,0.686665,1.21578,0.462395,12,0.862616,0.0812234,0.0258983,0.00224405,0.00163046,4.18602,0,20,3,0,235,0,0,0,0,0,1.29999,4582,0.0319359,4582,0.0421067,4582,1.22575,4582,0.918135,4582,0.0012149,4582,0.0345128,904,0.0024299,573,0.879512,4582,0.0101614,4582,0.0060647,4582,0.0231149,28,0.0055208,141,0.0014947,4195,0.0718185,4582,0.0446884,4582,0.0011396,4582,0.0054272,4582,0.706584,4582,0.136629,4582,0.0771308,4582,0.475349,4582,3262263,4582
2460,1,0,0.0843197,0.566196,1.15082,0.503728,6,0.924306,0.0669874,0.0277763,0.00235274,0.00173276,3.75872,0,24,5,0,235,0,0,0,0,0,1.34603,4782,0.0322896,4782,0.0433638,4782,1.27018,4782,0.951896,4782,0.0012595,4782,0.0346791,917,0.0024829,598,0.912993,4782,0.0104754,4782,0.0062629,4782,0.0231149,28,0.0056046,145,0.0015387,4368,0.0735351,4782,0.045961,4782,0.0011808,4782,0.0054419,4782,0.736267,4782,0.141561,4782,0.080456,4782,0.49598,4782,3451643,4782
2560,1,0,0.0590238,0.464761,1.08222,0.503085,5,1.05509,0.0873357,0.0246782,0.00965436,0.00158113,4.45078,0,21,6,0,235,0,0,0,0,0,1.39083,4982,0.0327169,4982,0.0446108,4982,1.31329,4982,0.984591,4982,0.0013023,4982,0.0348219,929,0.0025362,623,0.945432,4982,0.010768,4982,0.0064661,4982,0.0231149,28,0.005614,147,0.0015802,4540,0.0747614,4982,0.0472792,4982,0.0012243,4982,0.0054554,4982,0.765443,4982,0.146426,4982,0.0836988,4982,0.516245,4982,3641243,4982
2660,1,0,0.0413166,0.380073,1.012,0.723518,7,0.785709,0.0665302,0.0237054,0.00219871,0.00158175,4.77645,0,21,3,0,235,0,0,0,0,0,1.44524,5182,0.033456,5182,0.0461804,5182,1.36539,5182,1.0247,5182,0.0013427,5182,0.0349924,942,0.0025887,648,0.985261,5182,0.0111393,5182,0.0067144,5182,0.0231149,28,0.0057076,151,0.0016301,4715,0.0765348,5182,0.0487666,5182,0.0012682,5182,0.0054717,5182,0.801066,5182,0.152915,5182,0.0878632,5182,0.540334,5182,3831075,5182
2760,1,0,0.0289216,0.309842,0.941787,0.454606,9,0.790582,0.0655501,0.0264846,0.00215119,0.00157681,4.57519,0,21,3,0,235,0,0,0,0,0,1.49997,5382,0.0340629,5382,0.0479004,5382,1.41778,5382,1.06405,5382,0.0013916,5382,0.0351449,954,0.0026393,673,1.02433,5382,0.0114862,5382,0.0069518,5382,0.0231149,28,0.0057298,155,0.0016802,4887,0.0787205,5382,0.0503183,5382,0.001315,5382,0.0054884,5382,0.835553,5382,0.158599,5382,0.0918264,5382,0.564319,5382,4021807,5382
2860,1,0,0.0202452,0.251923,0.872801,0.573456,8,1.03603,0.0702147,0.0247558,0.00223398,0.00159927,4.91053,0,22,4,0,235,0,0,0,0,0,1.56626,5582,0.0350264,5582,0.0500051,5582,1.48099,5582,1.11143,5582,0.0014486,5582,0.0353037,967,0.0026958,698,1.0714,5582,0.0118512,5582,0.0071904,5582,0.0231149,28,0.0059775,163,0.0017333,5052,0.081492,5582,0.0520896,5582,0.0013672,5582,0.0055094,5582,0.876972,5582,0.166243,5582,0.0963848,5582,0.592483,5582,4213182,5582
2960,1,0,0.0141716,0.204373,0.805958,0.849986,6,0.982564,0.0813255,0.0244512,0.00221642,0.00158957,4.96525,0,21,5,0,235,0,0,0,0,0,1.6396,5782,0.0359362,5782,0.0521063,5782,1.55132,5782,1.1662,5782,0.001505,5782,0.0358768,988,0.0027484,723,1.12547,5782,0.0122824,5782,0.0074864,5782,0.0231149,28,0.0060344,167,0.0017917,5224,0.0838843,5782,0.0541384,5782,0.0014448,5782,0.0055385,5782,0.9255,5782,0.176573,5782,0.101857,5782,0.623947,5782,4405047,5782
3060,1,1,0.30992,0.225482,0.74791,0.721286,5,0.843582,0.0876501,0.0234439,0.00211419,0.00155586,6.4541,0,24,5,0,235,0,0,0,0,0,1.71912,5982,0.0368094,5982,0.054591,5982,1.62746,5982,1.22491,5982,0.0015623,5982,0.0360907,1003,0.0028072,748,1.18383,5982,0.0127786,5982,0.0077342,5982,0.0231149,28,0.0060868,170,0.0018527,5402,0.085291,5982,0.0567639,5982,0.0015218,5982,0.0055606,5982,0.978724,5982,0.186705,5982,0.10758,5982,0.659712,5982,4598447,5982
3160,1,0,0.216944,0.223775,0.695496,0.750928,6,0.76599,0.0643875,0.0230789,0.00207398,0.00156975,6.72382,0,20,3,0,235,0,0,0,0,0,1.80497,6182,0.0376066,6182,0.0572898,6182,1.70981,6182,1.28821,6182,0.0016163,6182,0.0364669,1017,0.0028696,773,1.2466,6182,0.0133187,6182,0.0080924,6182,0.0231149,28,0.0060868,170,0.001927,5577,0.0871953,6182,0.059683,6182,0.0015912,6182,0.0056195,6182,1.03541,6182,0.198087,6182,0.113634,6182,0.697359,6182,4791846,6182
3260,1,0,0.151861,0.209392,0.646886,0.991393,4,0.914285,0.0678598,0.0236784,0.00215246,0.00158423,6.46604,0,25,5,0,235,0,0,0,0,0,1.90233,6382,0.0386482,6382,0.0601356,6382,1.80328,6382,1.36163,6382,0.0016935,6382,0.0381697,1053,0.0029711,798,1.31811,6382,0.0139135,6382,0.008437,6382,0.0231149,28,0.0060896,171,0.0020038,5753,0.0900023,6382,0.0626739,6382,0.0016587,6382,0.0056727,6382,1.09973,6382,0.211621,6382,0.121067,6382,0.739117,6382,4984973,6382
3360,1,0,0.106303,0.188774,0.601075,1.42478,6,0.982188,0.0881516,0.0234836,0.00214465,0.00157379,6.36051,0,22,5,0,235,0,0,0,0,0,2.01753,6582,0.0396976,6582,0.063559,6582,1.91399,6582,1.448,6582,0.0017589,6582,0.0417327,1117,0.0031001,823,1.40069,6582,0.0145824,6582,0.0088304,6582,0.0231149,28,0.0060896,171,0.0020875,5926,0.0946243,6582,0.0658322,6582,0.0017383,6582,0.0057305,6582,1.17288,6582,0.226386,6582,0.129275,6582,0.787477,6582,5179991,6582
3460,1,0,0.0744118,0.165902,0.557557,0.566442,10,1.4418,0.156316,0.0694525,0.00690146,0.00369242,4.87558,0,20,3,0,235,0,0,0,0,0,2.10231,6782,0.0404441,6782,0.0661105,6782,1.99546,6782,1.5118,6782,0.0018329,6782,0.0438495,1160,0.0032133,848,1.46215,6782,0.0151227,6782,0.009143,6782,0.0231149,28,0.0060896,171,0.0021619,6097,0.0972908,6782,0.0680537,6782,0.001796,6782,0.0057542,6782,1.22821,6782,0.238272,6782,0.135525,6782,0.823395,6782,5374655,6782
3560,1,0,0.0520883,0.143139,0.516116,0.741348,14,1.04553,0.10642,0.0654448,0.00609908,0.00420751,4.77244,0,20,3,0,235,0,0,0,0,0,2.16959,6982,0.0410246,6982,0.0680482,6982,2.06022,6982,1.56256,6982,0.0018887,6982,0.0464379,1239,0.0033281,873,1.51013,6982,0.0155341,6982,0.0093965,6982,0.0231149,28,0.0060896,171,0.0022251,6264,0.101256,6982,0.0697297,6982,0.0018452,6982,0.0057816,6982,1.26955,6982,0.246354,6982,0.139989,6982,0.851431,6982,5569064,6982
3660,1,0,0.0364618,0.121803,0.476684,0.593892,9,1.54448,0.127204,0.04677,0.00797922,0.00245498,4.76387,0,24,4,0,235,0,0,0,0,0,2.23753,7182,0.0415876,7182,0.0700183,7182,2.12562,7182,1.61428,7182,0.0019469,7182,0.0489859,1315,0.0034232,898,1.55913,7182,0.0159791,7182,0.0096509,7182,0.0231149,28,0.0060896,171,0.0022836,6433,0.104901,7182,0.0714585,7182,0.0018955,7182,0.0058086,7182,1.31204,7182,0.25425,7182,0.144457,7182,0.880728,7182,5763032,7182
3760,1,0,0.0255233,0.102547,0.439271,0.531179,7,1.62014,0.111738,0.0544396,0.00530101,0.00263898,4.90091,0,20,4,0,235,0,0,0,0,0,2.30133,7382,0.0421419,7382,0.0718052,7382,2.18707,7382,1.66265,7382,0.0020063,7382,0.050714,1369,0.0035134,923,1.6056,7382,0.0163756,7382,0.0098907,7382,0.0231149,28,0.0061174,175,0.0023358,6600,0.109011,7382,0.0731315,7382,0.0019403,7382,0.0059466,7382,1.35163,7382,0.261906,7382,0.149224,7382,0.90709,7382,5956520,7382
3860,1,0,0.0178663,0.0856112,0.403905,0.622218,13,1.3293,0.090165,0.0442621,0.00490882,0.00218325,4.88319,0,20,3,0,235,0,0,0,0,0,2.36054,7582,0.0426957,7582,0.073558,7582,2.24397,7582,1.7069,7582,0.0020518,7582,0.050991,1382,0.0036007,948,1.64942,7582,0.0168628,7582,0.0101747,7582,0.0231149,28,0.0061174,175,0.0023901,6771,0.110404,7582,0.0747979,7582,0.0019829,7582,0.0059645,7582,1.39134,7582,0.269356,7582,0.154026,7582,0.933627,7582,6153320,7582
3960,1,0,0.0125064,0.0709903,0.370613,0.56411,12,1.26339,0.121673,0.0657255,0.00658291,0.0035393,4.83201,0,21,3,0,235,0,0,0,0,0,2.41731,7782,0.0432671,7782,0.0752592,7782,2.29845,7782,1.74869,7782,0.0020932,7782,0.0513226,1398,0.0036677,973,1.69075,7782,0.0172592,7782,0.0104198,7782,0.0231149,28,0.0061174,175,0.0024439,6948,0.111609,7782,0.0764423,7782,0.0020274,7782,0.0059881,7782,1.42892,7782,0.275825,7782,0.15864,7782,0.95923,7782,6350146,7782
4060,1,0,0.00875448,0.0585431,0.339406,0.627743,8,1.55653,0.0979666,0.0480582,0.00406004,0.00253572,4.80902,0,22,4,0,235,0,0,0,0,0,2.4746,7982,0.0437663,7982,0.0770844,7982,2.35341,7982,1.79096,7982,0.0021351,7982,0.0519038,1424,0.0037443,998,1.7323,7982,0.017644,7982,0.0106621,7982,0.0231149,28,0.0061174,175,0.0024958,7121,0.112954,7982,0.0780779,7982,0.0020687,7982,0.0060054,7982,1.4666,7982,0.282444,7982,0.163124,7982,0.984882,7982,6547146,7982
4160,1,0,0.00612813,0.0480601,0.310272,0.583989,9,1.50345,0.128825,0.0770463,0.00766899,0.00347226,4.8135,0,21,4,0,235,0,0,0,0,0,2.53295,8182,0.0442809,8182,0.0789342,8182,2.40939,8182,1.8338,8182,0.0021794,8182,0.0523481,1447,0.003816,1023,1.77455,8182,0.018057,8182,0.0109233,8182,0.0231149,28,0.0061174,175,0.0025514,7297,0.114184,8182,0.0797945,8182,0.0021113,8182,0.0060237,8182,1.50498,8182,0.289681,8182,0.167912,8182,1.01031,8182,6744146,8182
4260,1,0,0.00428969,0.039306,0.283175,0.596634,3,1.74206,0.151497,0.0435949,0.00357584,0.00230074,4.88122,0,34,6,0,235,0,0,0,0,0,2.58985,8382,0.0446724,8382,0.0806751,8382,2.46414,8382,1.8757,8382,0.002218,8382,0.0527774,1470,0.0038784,1048,1.8159,8382,0.0184264,8382,0.011174,8382,0.0231149,28,0.0061388,176,0.0026045,7474,0.115217,8382,0.0814371,8382,0.0021537,8382,0.0060407,8382,1.54276,8382,0.29625,8382,0.172599,8382,1.03591,8382,6941146,8382
4360,1,0,0.00300279,0.0320454,0.258062,0.471745,7,0.887168,0.0774525,0.0249862,0.00215629,0.00160685,6.46564,0,20,3,0,235,0,0,0,0,0,2.64035,8582,0.0451615,8582,0.0820217,8582,2.51281,8582,1.91345,8582,0.0022529,8582,0.0534562,1495,0.0039377,1073,1.85286,8582,0.0187356,8582,0.0113769,8582,0.0231149,28,0.0061634,178,0.0026539,7649,0.116558,8582,0.0827563,8582,0.0022524,8582,0.0060559,8582,1.57623,8582,0.301536,8582,0.17799,8582,1.05789,8582,7143010,8582
4460,1,0,0.00210195,0.0260567,0.234862,0.538027,6,0.946831,0.0696149,0.0247683,0.00220499,0.00156709,6.33763,0,24,5,0,235,0,0,0,0,0,2.69056,8782,0.0455006,8782,0.0832836,8782,2.5614,8782,1.95138,8782,0.0022853,8782,0.0538845,1518,0.0040016,1098,1.89026,8782,0.0190308,8782,0.0115794,8782,0.0231149,28,0.0061634,178,0.0026999,7825,0.117772,8782,0.0841181,8782,0.002343,8782,0.0060701,8782,1.61028,8782,0.306693,8782,0.184105,8782,1.07975,8782,7347610,8782
4560,1,0,0.00147136,0.0211396,0.213489,0.68026,6,0.841266,0.0730846,0.024618,0.00207199,0.00159051,6.69966,0,20,3,0,235,0,0,0,0,0,2.74328,8982,0.04612,8982,0.0846328,8982,2.61215,8982,1.99114,8982,0.0023257,8982,0.0544093,1542,0.0040653,1123,1.92936,8982,0.019356,8982,0.0117905,8982,0.0231149,28,0.0063788,179,0.0027452,8002,0.119035,8982,0.0854669,8982,0.0024304,8982,0.0060859,8982,1.64573,8982,0.312394,8982,0.190482,8982,1.10222,8982,7552210,8982
4660,1,0,0.00102996,0.0171177,0.193852,0.586965,5,0.890809,0.0995473,0.0237962,0.00205213,0.001628,6.52874,0,26,6,0,235,0,0,0,0,0,2.79579,9182,0.0466006,9182,0.0860883,9182,2.66271,9182,2.03067,9182,0.0023611,9182,0.0549716,1566,0.0041219,1148,1.96822,9182,0.0196662,9182,0.0119976,9182,0.0231149,28,0.0063788,179,0.0027945,8178,0.12018,9182,0.0868491,9182,0.002519,9182,0.006102,9182,1.68127,9182,0.318145,9182,0.196924,9182,1.12467,9182,7756810,9182
4760,1,0,0.000720969,0.0138384,0.175851,0.677888,7,0.910368,0.0928659,0.0255651,0.00238441,0.00167948,6.82559,0,21,3,0,235,0,0,0,0,0,2.84924,9382,0.0470995,9382,0.087462,9382,2.71428,9382,2.07127,9382,0.0023955,9382,0.0556546,1589,0.0042101,1173,2.008,9382,0.019974,9382,0.0122079,9382,0.0256497,30,0.0063788,179,0.0028407,8358,0.122511,9382,0.0883122,9382,0.0026151,9382,0.0061177,9382,1.71391,9382,0.323338,9382,0.20305,9382,1.14519,9382,7930677,9382
4860,1,0,0.000504678,0.0111716,0.159383,0.658562,9,0.892696,0.0672318,0.0263518,0.00218959,0.00168349,6.70642,0,20,3,0,235,0,0,0,0,0,2.90616,9582,0.0476216,9582,0.0889323,9582,2.7692,9582,2.1146,9582,0.0024334,9582,0.0562138,1612,0.0042725,1198,2.05065,9582,0.0203225,9582,0.012442,9582,0.0256497,30,0.0063788,179,0.0028924,8535,0.123679,9582,0.0898751,9582,0.0027161,9582,0.0061344,9582,1.75293,9582,0.329918,9582,0.209578,9582,1.17014,9582,8135477,9582
4960,1,0,0.000353275,0.00900795,0.144345,0.645278,9,0.972548,0.0792632,0.0246964,0.00215235,0.00162517,6.52519,0,21,5,0,235,0,0,0,0,0,2.96575,9782,0.0484766,9782,0.0904762,9782,2.82638,9782,2.15991,9782,0.0024787,9782,0.057073,1634,0.0043524,1223,2.09496,9782,0.0206983,9782,0.0126835,9782,0.0256497,30,0.0063788,179,0.0029384,8710,0.124955,9782,0.0914241,9782,0.002827,9782,0.0061518,9782,1.79347,9782,0.337009,9782,0.216606,9782,1.19556,9782,8340175,9782
